Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope,perc_cycle,prob_cycle,non_active,cycle_added_unweighted,cycling_increase,potential_demand,cycle_fraction
E02005948,E02005978,13,0,0,0,7,0,0,3,0,3,0,0,3484.8750151518207,0.016424642484031075,0.23076923076923078,0.2570090713650234,10,2.5700907136502336,2.3030039884837485,5,0.38461538461538464
E02005948,E02005979,59,0,0,0,4,1,0,13,2,16,23,0,2985.8873262606376,0.014608643445219154,0.2711864406779661,0.27193507009997986,20,5.438701401999597,4.873505419265063,21,0.3559322033898305
E02005949,E02005941,21,0,0,0,8,0,1,7,0,1,4,0,6411.942623191901,0.008177172688310233,0.047619047619047616,0.19688966871596528,16,3.1502346994554444,2.8228587570754256,4,0.19047619047619047
E02005949,E02005942,36,0,0,0,16,0,1,5,2,11,1,0,6128.342986795591,0.009427296299601966,0.3055555555555556,0.20368547049648034,24,4.888451291915528,4.380437921119279,15,0.4166666666666667
E02005949,E02005945,504,0,0,1,78,0,1,62,23,87,250,2,1837.4173434524935,0.006615745863460528,0.17261904761904762,0.2996558446791855,167,50.04252606142398,44.84205032186486,132,0.2619047619047619
E02005949,E02005946,48,0,0,0,7,0,1,16,0,11,13,0,2026.969663308855,0.017265237795617117,0.22916666666666666,0.24891310462195287,24,5.973914510926869,5.35309857837098,16,0.3333333333333333
E02005949,E02005947,510,0,0,0,271,4,8,49,7,97,72,2,4477.69897836997,0.017820648952561097,0.19019607843137254,0.22663165577305408,341,77.28139461861144,69.25022494224305,166,0.3254901960784314
E02005949,E02005948,74,0,0,0,22,0,0,27,4,14,7,0,5091.0692568802,0.014383029887343482,0.1891891891891892,0.22248486039529333,53,11.791697600950547,10.566291089163125,25,0.33783783783783783
E02005949,E02005949,402,0,0,1,22,0,1,36,7,54,279,2,0,0.014837262001875231,0.13432835820895522,0.03717468448362701,69,2.565053229370264,2.2984900052507533,56,0.13930348258706468
E02005949,E02005950,100,0,0,0,26,1,0,28,0,13,32,0,2556.1976621191784,0.0174529609084124,0.13,0.2566361112237446,55,14.114986117305952,12.648140843005374,26,0.26
E02005949,E02005952,205,0,0,0,27,0,2,93,5,55,23,0,1511.0942402065618,0.011831381275406259,0.2682926829268293,0.2559280822894827,127,32.5028664507643,29.125131916822994,84,0.4097560975609756
E02005949,E02005954,69,0,0,0,13,1,0,27,5,14,9,0,3024.1383521538955,0.015750045885385488,0.2028985507246377,0.26568274376558076,46,12.221406213216715,10.951343897874795,25,0.36231884057971014
E02005949,E02005955,65,0,0,0,10,1,1,43,2,6,2,0,4081.8335220166405,0.014000598283324589,0.09230769230769231,0.2566568328694682,57,14.629439473559689,13.109131626345656,19,0.2923076923076923
E02005949,E02005956,34,0,0,1,4,0,0,15,3,8,3,0,3970.8514722475365,0.015404882021129569,0.23529411764705882,0.25230977265025134,23,5.8031247709557805,5.2000575007714716,13,0.38235294117647056
E02005949,E02005957,16,0,0,0,2,0,0,8,0,4,2,0,5126.906929387239,0.011641543112028292,0.25,0.23416495572628704,10,2.3416495572628704,2.0983026946734884,6,0.375
E02005949,E02005979,12,0,0,0,3,0,1,7,0,0,1,0,8034.641651373785,0.019317309298283233,0,0.09975235662364597,11,1.0972759228601057,0.9832457715957165,1,0.08333333333333333
E02005950,E02005940,31,0,0,0,12,0,0,9,0,8,2,0,5802.955060236189,0.027613486081949915,0.25806451612903225,0.1455025974886898,21,3.055554547262486,2.738017873065949,11,0.3548387096774194
E02005950,E02005941,49,0,0,0,11,0,0,16,2,14,6,0,5046.818915028514,0.01430093834694239,0.2857142857142857,0.22446343196353957,29,6.509439526942647,5.832971230829037,20,0.40816326530612246
E02005950,E02005942,61,0,0,0,13,0,0,17,0,24,7,0,3796.8097674820933,0.010364802285120631,0.39344262295081966,0.2830543666367919,30,8.491630999103757,7.609171129953206,32,0.5245901639344263
E02005950,E02005943,16,0,0,0,2,0,0,4,0,5,5,0,2332.3414521843774,0.018053355700905684,0.3125,0.2511493718999547,6,1.506896231399728,1.3502978757570003,6,0.375
E02005950,E02005945,285,0,0,0,59,0,0,42,10,98,76,0,1988.6555652358231,0.011579009605240664,0.34385964912280703,0.2775009176109984,111,30.80260185482082,27.601560735020563,126,0.4421052631578947
E02005950,E02005946,34,0,0,0,12,0,1,13,1,3,4,0,3941.6586894603583,0.012655548883321316,0.08823529411764706,0.2672654662472682,27,7.2161675886762415,6.46625531543406,9,0.2647058823529412
E02005950,E02005947,1328,0,3,4,251,3,5,70,5,444,537,6,2130.335674222998,0.010066664202343414,0.33433734939759036,0.2896456360631031,347,100.50703571389678,90.0622312241402,534,0.40210843373493976
E02005950,E02005948,237,0,0,1,34,2,0,36,3,69,91,1,2743.7059527332276,0.008797035333938373,0.2911392405063291,0.3044614735489683,77,23.44353346327056,21.007255029291528,90,0.379746835443038
E02005950,E02005949,258,0,0,1,25,0,2,27,3,80,119,1,2547.116830779336,0.009701221068205843,0.31007751937984496,0.29836133126228664,59,17.603318544474913,15.773961830669009,96,0.37209302325581395
E02005950,E02005950,373,0,0,2,17,0,0,24,4,54,269,3,0,0.019864460093269115,0.1447721179624665,0.03262106520785637,50,1.6310532603928185,1.4615523662894667,55,0.14745308310991956
E02005950,E02005951,13,0,0,0,3,0,0,2,0,3,5,0,3001.8517280277592,0.018000840481637054,0.23076923076923078,0.25414867091973037,5,1.2707433545986517,1.1386862722146653,4,0.3076923076923077
E02005950,E02005952,155,0,0,1,29,0,6,50,4,39,25,1,2399.2110119981753,0.014837332805968021,0.25161290322580643,0.26872143876387894,91,24.453650927512985,21.912399947574748,61,0.3935483870967742
E02005950,E02005953,28,0,0,0,0,0,0,3,0,8,17,0,1095.8319493228094,0.014383029887343482,0.2857142857142857,0.21517365176867775,3,0.6455209553060333,0.5784376896985871,9,0.32142857142857145
E02005950,E02005954,141,0,0,0,28,2,2,40,4,42,23,0,2307.958963766052,0.017697389029331774,0.2978723404255319,0.25258914976869073,76,19.196775382420498,17.201824837128168,59,0.41843971631205673
E02005950,E02005955,81,0,0,1,25,0,0,28,3,13,10,1,3500.394768689139,0.013541932051705275,0.16049382716049382,0.27185114360673973,58,15.767366329190905,14.128803839938234,27,0.3333333333333333
E02005950,E02005956,38,0,0,0,12,0,1,8,2,9,6,0,4355.921353934752,0.016190929728490934,0.23684210526315788,0.2380377798310768,23,5.474868936114766,4.905914382450085,14,0.3684210526315789
E02005950,E02005957,14,0,0,0,5,0,0,5,0,2,2,0,5303.174704892677,0.012140772917194016,0.14285714285714285,0.22504773129073496,10,2.25047731290735,2.016605172763235,4,0.2857142857142857
E02005950,E02005978,11,0,0,0,4,0,0,6,0,1,0,0,6206.786086384848,0.013672579796730675,0.09090909090909091,0.18265720057135304,10,1.8265720057135304,1.6367525831166059,3,0.2727272727272727
E02005950,E02005979,47,0,0,0,10,0,1,10,3,19,4,0,5687.278347226813,0.012295029298925128,0.40425531914893614,0.209237276587431,24,5.021694638098344,4.499834468512784,23,0.48936170212765956
E02005951,E02005941,35,0,0,0,9,0,0,7,2,16,1,0,5243.882534033855,0.020531819262395827,0.45714285714285713,0.1900853661470753,18,3.4215365906473556,3.0659666497967506,19,0.5428571428571428
E02005951,E02005942,36,0,0,0,8,0,0,11,1,12,4,0,3665.113963212035,0.031701349682289014,0.3333333333333333,0.1839604036308131,20,3.679208072616262,3.296860620792075,15,0.4166666666666667
E02005951,E02005945,112,0,0,0,37,0,0,21,7,37,9,1,4096.504038991461,0.009657181128850573,0.33035714285714285,0.2791882436173842,66,18.426424078747356,16.511529309631722,54,0.48214285714285715
E02005951,E02005946,14,0,0,0,6,0,0,6,0,1,1,0,6030.851919419559,0.011562535232007617,0.07142857142857142,0.19851867724306213,12,2.3822241269167455,2.1346607092943697,3,0.21428571428571427
E02005951,E02005947,902,0,0,5,134,0,6,64,10,316,364,3,1627.3885232304542,0.01821353871621257,0.35033259423503327,0.23014426360195733,222,51.09202651963453,45.78248550897218,362,0.401330376940133
E02005951,E02005948,179,0,0,0,13,1,0,27,3,74,61,0,2286.882291927259,0.013012829477109177,0.4134078212290503,0.27678516401441666,44,12.178547216634334,10.912938856547887,85,0.4748603351955307
E02005951,E02005949,112,0,1,1,21,0,2,32,0,49,6,0,5192.0936986440975,0.013165490321439575,0.4375,0.22445905260534377,57,12.794165998504594,11.464581840393812,60,0.5357142857142857
E02005951,E02005950,88,0,0,0,10,1,0,20,2,35,20,0,2998.966780016304,0.014420939459850911,0.3977272727272727,0.2728685663427156,33,9.004662689309615,8.068887988384471,43,0.48863636363636365
E02005951,E02005951,81,0,0,0,1,0,0,19,0,11,50,0,0,0.014554021338859266,0.13580246913580246,0.03744867689699865,20,0.748973537939973,0.6711393632852463,12,0.14814814814814814
E02005951,E02005952,87,0,0,0,14,0,1,44,4,20,4,0,4199.281263563823,0.017153235139282567,0.22988505747126436,0.23772433987429517,63,14.976633412080595,13.420244779256665,33,0.3793103448275862
E02005951,E02005953,13,0,0,0,0,0,0,5,1,6,1,0,2163.4083462096387,0.013204463848101972,0.46153846153846156,0.27332702868268277,6,1.6399621720960966,1.4695354538422631,7,0.5384615384615384
E02005951,E02005954,99,0,0,1,18,0,0,35,5,29,11,0,3121.453497501994,0.00857104235711115,0.29292929292929293,0.30430765895237183,59,17.954151878189936,16.08833616872154,45,0.45454545454545453
E02005951,E02005955,47,0,0,0,7,0,0,26,0,12,2,0,3446.968940724876,0.01745298094032598,0.2553191489361702,0.2523410182191805,33,8.327253601232956,7.461876016631944,19,0.40425531914893614
E02005951,E02005956,18,0,0,0,6,0,1,6,0,2,2,1,5551.540728279381,0.017697389029331774,0.1111111111111111,0.1911232908478719,14,2.6757260718702067,2.3976616011560985,4,0.2222222222222222
E02005951,E02005978,15,0,0,0,1,0,0,10,1,3,0,0,5064.8915307312345,0.014383029887343482,0.2,0.22342926816972475,12,2.681151218036697,2.4025229600152143,5,0.3333333333333333
E02005951,E02005979,38,0,0,0,7,0,0,14,0,13,4,0,3513.796346389705,0.02096059570649699,0.34210526315789475,0.2339396903610668,21,4.912733497582403,4.402196692591035,17,0.4473684210526316
E02005952,E02005940,35,0,0,0,8,0,0,17,1,8,1,0,8202.16607223436,0.008332545761000131,0.22857142857142856,0.12345842012961532,26,3.2099189233699983,2.876340529136908,11,0.3142857142857143
E02005952,E02005941,78,0,0,0,27,0,0,30,3,12,6,0,7897.866271164696,0.02076611040718769,0.15384615384615385,0.10029523943316253,60,6.017714365989752,5.39234670310412,17,0.21794871794871795
E02005952,E02005942,79,0,0,0,22,0,0,28,2,17,10,0,6196.0207794802645,0.012370385931458361,0.21518987341772153,0.18838764963870078,52,9.79615778121244,8.778130017794638,26,0.3291139240506329
E02005952,E02005943,26,0,0,0,9,1,0,7,1,4,4,0,4657.980548628753,0.009982266361669354,0.15384615384615385,0.259613022539746,18,4.673034405715428,4.187407400651395,8,0.3076923076923077
E02005952,E02005944,25,0,0,0,7,0,0,12,3,3,0,0,3251.4938089387747,0.018858023053359804,0.12,0.24778092261002158,22,5.451180297420475,4.884687493801777,8,0.32
E02005952,E02005945,641,0,0,0,192,0,6,164,30,138,109,2,3229.679410040166,0.02293395965082684,0.21528861154446177,0.22811077220354628,394,89.87564424819723,80.535665948215,219,0.3416536661466459
E02005952,E02005946,91,0,0,0,15,0,0,54,8,7,7,0,3344.743824578231,0.016234018490446405,0.07692307692307693,0.26004415479634496,77,20.02339991931856,17.942545619995386,25,0.27472527472527475
E02005952,E02005947,1306,0,1,3,607,5,18,158,30,336,144,4,4529.546686221172,0.018801404630410044,0.2572741194486983,0.22050737888733865,826,182.13909496094172,163.2109948205333,499,0.38208269525267996
E02005952,E02005948,278,0,0,0,77,6,0,74,1,95,23,2,5142.916964731402,0.009427213480737922,0.34172661870503596,0.2444021949035398,160,39.10435118456637,35.04058291281837,130,0.4676258992805755
E02005952,E02005949,449,0,0,0,57,1,1,100,15,110,164,1,1511.0942402065623,0.01678245852731706,0.24498886414253898,0.23137218939395768,175,40.49013314394259,36.282352848277,146,0.32516703786191536
E02005952,E02005950,291,0,0,0,60,1,0,81,11,66,72,0,2399.211011998175,0.011453822347925696,0.2268041237113402,0.2870003581431396,153,43.91105479590036,39.34776846450623,105,0.36082474226804123
E02005952,E02005951,16,0,0,0,4,0,0,9,0,3,0,0,4202.2832212746425,0.009626312643696627,0.1875,0.2762911807103871,13,3.5917853492350322,3.218522965408257,6,0.375
E02005952,E02005952,865,0,0,0,44,4,5,308,42,177,284,1,0,0.009843118261535992,0.2046242774566474,0.042300054484528,404,17.08922201174931,15.31329078935344,192,0.22196531791907514
E02005952,E02005953,53,0,0,0,7,0,0,20,2,12,12,0,2492.008053397352,0.009706915098684878,0.22641509433962265,0.29782294791046415,29,8.63686548940346,7.739312688244966,20,0.37735849056603776
E02005952,E02005954,401,0,0,6,35,1,0,133,5,54,166,1,1540.9399274320226,0.02474231176017093,0.13466334164588528,0.1968052214764656,181,35.62174508724027,31.919893168342938,86,0.2144638403990025
E02005952,E02005955,209,0,0,0,29,1,2,102,10,42,23,0,2569.4984460605906,0.017602943055801276,0.20095693779904306,0.2559591566040425,144,36.85811855098212,33.0277813075164,75,0.3588516746411483
E02005952,E02005956,109,0,0,0,7,1,1,50,3,18,29,0,2670.8650931553084,0.01183139345229963,0.1651376146788991,0.28723182910374123,62,17.808373404431958,15.957707158345922,34,0.3119266055045872
E02005952,E02005957,23,0,0,0,7,0,0,12,0,2,2,0,3632.717863875197,0.013541932051705275,0.08695652173913043,0.2694450052308648,19,5.119455099386431,4.587435552422663,7,0.30434782608695654
E02005952,E02005978,30,0,0,0,3,0,0,23,2,2,0,0,8605.997098383024,0.02096059570649699,0.06666666666666667,0.08030019184877248,28,2.2484053717656294,2.01474855008142,4,0.13333333333333333
E02005952,E02005979,64,0,0,1,13,0,0,33,4,11,0,2,7330.891312351186,0.014383029887343482,0.171875,0.13686642996595944,53,7.25392078819585,6.5000851598865905,18,0.28125
E02005953,E02005940,16,0,0,0,5,0,0,3,0,7,1,0,6397.700685582107,0.01914574423647266,0.4375,0.1548128660486273,8,1.2385029283890183,1.10979630745317,8,0.5
E02005953,E02005941,35,0,0,0,7,0,0,8,0,19,1,0,5641.564540374436,0.015347955815206092,0.5428571428571428,0.19769430262407423,15,2.9654145393611135,2.6572453164335106,22,0.6285714285714286
E02005953,E02005942,47,0,0,0,8,0,0,15,0,19,5,0,4391.555392828011,0.016932742567692404,0.40425531914893614,0.23340089171923786,23,5.36822050954247,4.810348980630988,24,0.5106382978723404
E02005953,E02005945,145,0,0,1,22,0,1,37,5,54,24,1,2982.6673649331947,0.012443301246423802,0.3724137931034483,0.2836494916173501,67,19.004515938362456,17.029545211301077,71,0.4896551724137931
E02005953,E02005946,11,0,0,0,2,0,0,6,0,2,1,0,4710.634643889232,0.017479786538527293,0.18181818181818182,0.2210497457050128,8,1.7683979656401023,1.5846240548884964,4,0.36363636363636365
E02005953,E02005947,632,0,0,2,144,1,3,52,8,260,160,2,2725.081299568918,0.023127501372255502,0.41139240506329117,0.22930176593626922,212,48.61197437848907,43.560163183005066,304,0.4810126582278481
E02005953,E02005948,108,0,0,0,23,0,1,14,3,51,16,0,3338.4515780791476,0.01086056075494157,0.4722222222222222,0.2889281537179154,41,11.846054302434531,10.614998980932688,62,0.5740740740740741
E02005953,E02005949,127,0,0,0,7,0,0,20,1,62,37,0,3214.806146009098,0.011010437026457444,0.4881889763779528,0.2896507948308551,28,8.110222255263942,7.267398812874903,69,0.5433070866141733
E02005953,E02005950,174,0,0,1,12,0,0,32,4,42,82,1,1133.7494337614999,0.017914075913613665,0.2413793103448276,0.20243152635098416,50,10.121576317549208,9.069730692871865,51,0.29310344827586204
E02005953,E02005951,17,0,0,0,0,0,0,9,1,4,3,0,2163.4083462096387,0.01448336924207928,0.23529411764705882,0.26653977199547335,10,2.6653977199547336,2.3884065832186128,6,0.35294117647058826
E02005953,E02005952,154,0,0,0,16,0,0,73,8,34,22,1,2464.9787297421963,0.013766803209462919,0.22077922077922077,0.2751994283689162,98,26.969543980153787,24.166838557098025,58,0.37662337662337664
E02005953,E02005953,54,0,0,1,3,0,0,13,1,12,24,0,0,0.01015830193643723,0.2222222222222222,0.041957521963273216,18,0.7552353953389179,0.6767504814020091,13,0.24074074074074073
E02005953,E02005954,137,0,0,1,24,0,0,36,2,42,32,0,1686.4994490339727,0.011048133932752719,0.30656934306569344,0.2689073812310707,63,16.941165017557456,15.180620044956843,57,0.41605839416058393
E02005953,E02005955,61,0,0,0,11,1,0,27,1,17,4,0,2145.893032801153,0.010573455671018939,0.2786885245901639,0.28721759131806723,40,11.48870365272269,10.294784613711084,27,0.4426229508196721
E02005953,E02005956,17,0,0,0,6,1,0,7,0,1,2,0,4067.399066664517,0.01799690783571622,0.058823529411764705,0.23702742818078426,14,3.3183839945309797,2.9735337877904655,4,0.23529411764705882
E02005953,E02005957,11,0,0,0,2,0,0,6,0,2,0,1,4829.131012772363,0.01668702626420388,0.18181818181818182,0.2208671183692716,9,1.9878040653234443,1.7812292252759434,4,0.36363636363636365
E02005953,E02005979,33,0,0,0,7,1,1,11,1,11,1,0,5292.01643728618,0.01405466137959627,0.3333333333333333,0.21660390994952744,21,4.548682108940076,4.075977934784797,15,0.45454545454545453
E02005954,E02005940,37,0,0,0,13,0,0,16,2,5,1,0,8106.195611863035,0.009657181128850573,0.13513513513513514,0.12307680636607934,31,3.8153809973484596,3.4188823016285235,8,0.21621621621621623
E02005954,E02005941,37,0,0,0,14,0,0,10,1,8,4,0,7350.059466655367,0.016234018490446405,0.21621621621621623,0.13040953785473744,25,3.260238446368436,2.921430790561732,11,0.2972972972972973
E02005954,E02005942,65,0,0,0,14,0,0,27,2,20,2,0,6100.050319108939,0.01086056075494157,0.3076923076923077,0.1986715822237099,43,8.542878035619525,7.655092516644714,28,0.4307692307692308
E02005954,E02005945,282,0,0,0,90,0,6,93,20,54,16,3,3967.003811841046,0.011555911989730154,0.19148936170212766,0.2724602303179623,212,57.761568827408006,51.758921459105636,106,0.375886524822695
E02005954,E02005946,28,0,0,0,3,0,0,18,1,5,1,0,4878.193423489131,0.01141834850172049,0.17857142857142858,0.2444801077945527,22,5.378562371480159,4.819616104613946,10,0.35714285714285715
E02005954,E02005947,967,0,0,2,464,1,10,119,21,284,63,3,4441.186833331828,0.010923489069628332,0.2936918304033092,0.26200953978520963,620,162.44591466682996,145.56435202991577,430,0.4446742502585315
E02005954,E02005948,198,0,0,0,48,4,2,65,2,65,9,3,4959.955135914349,0.011055515300082466,0.3282828282828283,0.243287577449051,124,30.167659603682324,27.032602398623176,92,0.46464646464646464
E02005954,E02005949,172,0,0,0,31,1,3,55,9,53,20,0,3024.1383521538974,0.016296290248367335,0.3081395348837209,0.26282261167276755,99,26.019438555603987,23.315469159669036,76,0.4418604651162791
E02005954,E02005950,196,0,0,0,52,1,1,53,3,55,30,1,2307.958963766052,0.021015004504922104,0.28061224489795916,0.23609704039722218,111,26.20677148409166,23.483334238979296,78,0.3979591836734694
E02005954,E02005951,16,0,0,0,4,0,0,6,1,2,3,0,3121.453497501994,0.014383029887343482,0.125,0.2722193366121867,11,2.994412702734054,2.683229957968492,5,0.3125
E02005954,E02005952,433,0,0,1,23,2,12,163,15,97,120,0,1530.3996631139348,0.011813043787224049,0.22401847575057737,0.25708570081349985,216,55.53051137571597,49.7597180136811,147,0.3394919168591224
E02005954,E02005953,45,0,0,0,0,0,0,13,0,14,18,0,1713.5287726891277,0.01685799398348992,0.3111111111111111,0.24040869963399486,13,3.1253130952419332,2.8005270340750283,17,0.37777777777777777
E02005954,E02005954,341,0,0,1,21,2,0,68,10,57,180,2,0,0.007861626966876242,0.16715542521994134,0.04451544550081277,104,4.629606332084528,4.148492421404581,61,0.17888563049853373
E02005954,E02005955,169,0,0,0,16,0,0,85,4,32,31,1,1200.7555042167473,0.012592239673134087,0.1893491124260355,0.23181747889430296,106,24.572652762796114,22.019034977940926,54,0.31952662721893493
E02005954,E02005956,84,0,0,0,7,0,1,30,2,12,32,0,2476.3322439718095,0.012440026141150144,0.14285714285714285,0.28250389755893063,40,11.300155902357226,10.12583095818249,22,0.2619047619047619
E02005954,E02005957,33,0,0,0,10,0,0,11,1,11,0,0,3238.064190079654,0.012944636502626878,0.3333333333333333,0.2787928990735954,22,6.133443779619099,5.496049385564978,16,0.48484848484848486
E02005954,E02005978,25,0,0,0,3,0,0,22,0,0,0,0,8061.0244309210875,0.01343042817141948,0,0.11403289686232636,25,2.850822421558159,2.554561740734276,3,0.12
E02005954,E02005979,48,0,0,0,8,0,0,21,1,16,2,0,6250.0615885785355,0.014614982610386545,0.3333333333333333,0.17721040520521206,30,5.3163121561563615,4.76383500186405,21,0.4375
E02005955,E02005940,27,0,0,0,13,0,0,10,3,1,0,0,9306.947550301358,0.014284245411163105,0.037037037037037035,0.07527043929211957,26,1.9570314215951088,1.753654509385121,3,0.1111111111111111
E02005955,E02005941,34,0,0,0,13,0,0,11,0,8,2,0,8879.570828369086,0.01575006240206692,0.23529411764705882,0.08363019284232395,24,2.0071246282157746,1.7985419734853607,10,0.29411764705882354
E02005955,E02005942,54,0,0,0,22,0,0,23,0,6,2,1,7300.802257547264,0.016190929728490934,0.1111111111111111,0.1322774577708213,46,6.0847630574577805,5.45242761894626,11,0.2037037037037037
E02005955,E02005943,22,0,0,0,5,0,1,10,0,2,4,0,5843.237603514893,0.008332761273478853,0.09090909090909091,0.2207918232391787,16,3.5326691718268592,3.1655502078196456,5,0.22727272727272727
E02005955,E02005945,283,0,0,0,81,0,5,122,20,41,14,0,5159.439616764136,0.019146072764362084,0.14487632508833923,0.19877868022862338,228,45.32153909212613,40.61167364211301,82,0.28975265017667845
E02005955,E02005946,37,0,0,0,4,0,0,24,1,3,4,1,6041.952395192713,0.014383029887343482,0.08108108108108109,0.18627454046669542,30,5.588236214000863,5.007500404977832,8,0.21621621621621623
E02005955,E02005947,688,0,0,1,358,5,12,104,21,146,38,3,5263.076817565686,0.014244911065539828,0.21220930232558138,0.2168134836517856,504,109.27399576049994,97.91811889649748,244,0.3546511627906977
E02005955,E02005948,141,0,0,0,39,3,0,48,4,35,12,0,5697.058568602438,0.01465718099293853,0.24822695035460993,0.19853003246084971,94,18.661823051319875,16.722465355523084,52,0.36879432624113473
E02005955,E02005949,154,0,0,0,23,1,3,71,10,39,7,0,4116.28812786492,0.01026126235866836,0.2532467532467532,0.27536940016891964,108,29.739895218243323,26.649291770494354,66,0.42857142857142855
E02005955,E02005950,167,0,0,0,52,1,2,65,5,31,10,1,3500.3947686891397,0.017949978070838014,0.18562874251497005,0.24899781594512008,126,31.37372480908513,28.11333194784178,59,0.3532934131736527
E02005955,E02005951,20,0,0,0,2,0,0,7,1,9,1,0,3446.9689407248766,0.016388723924128816,0.45,0.2577867473495204,10,2.577867473495204,2.309972578676042,11,0.55
E02005955,E02005952,493,0,0,0,22,1,14,241,25,117,71,2,2603.953051908867,0.011555911989730154,0.23732251521298176,0.288414641510093,305,87.96646566057836,78.82489135233729,196,0.3975659229208925
E02005955,E02005953,45,0,0,0,7,1,0,18,1,9,9,0,2198.786079271173,0.01997593682132544,0.2,0.2393291927856249,27,6.4618882052118725,5.790361496074534,15,0.3333333333333333
E02005955,E02005954,273,0,0,0,21,4,2,106,6,44,89,1,1200.7555042167473,0.014305969057321307,0.16117216117216118,0.2237006088457219,140,31.318085238401068,28.063474504086056,72,0.26373626373626374
E02005955,E02005955,381,0,0,0,12,4,2,124,17,54,165,3,0,0.017567279643620107,0.14173228346456693,0.034630825137606375,162,5.610193672292232,5.027176019442883,59,0.15485564304461943
E02005955,E02005956,88,0,0,0,8,0,0,42,2,15,21,0,2147.642132028833,0.012159994545962583,0.17045454545454544,0.2785908499696386,52,14.486724198421209,12.981247483534732,28,0.3181818181818182
E02005955,E02005957,28,0,0,0,1,0,0,20,0,4,3,0,2875.3263639729635,0.00973455348939802,0.14285714285714285,0.29910651679003025,21,6.281236852590635,5.628483635732087,10,0.35714285714285715
E02005955,E02005978,16,0,0,0,3,0,1,12,0,0,0,0,8226.933295902416,0.009945023476054948,0,0.11796498029166447,16,1.8874396846666315,1.6912948242344878,2,0.125
E02005955,E02005979,57,0,0,0,7,0,1,41,1,5,2,0,6225.8126534808935,0.009854923104398927,0.08771929824561403,0.19770580328355153,50,9.885290164177576,8.857999663010478,14,0.24561403508771928
E02005956,E02005940,13,0,0,0,3,0,0,8,1,1,0,0,10317.717290171793,0.01911513386011799,0.07692307692307693,0.046562963580581776,12,0.5587555629669814,0.5006890547737938,2,0.15384615384615385
E02005956,E02005941,15,0,0,0,8,0,0,4,0,2,1,0,9561.581144964126,0.016424664591376033,0.13333333333333333,0.06538586798792266,12,0.7846304158550719,0.7030907382383587,3,0.2
E02005956,E02005942,21,0,0,0,7,0,0,11,0,1,2,0,8311.5719974177,0.011579017207393402,0.047619047619047616,0.11061475468270227,18,1.9910655842886409,1.7841518035123727,3,0.14285714285714285
E02005956,E02005945,169,0,0,0,42,0,6,78,8,24,10,1,5811.742964945928,0.013012829477109177,0.14201183431952663,0.20112461723417852,135,27.1518233266141,24.330175228323956,48,0.28402366863905326
E02005956,E02005946,27,0,0,0,4,0,0,17,0,2,4,0,5382.28517948647,0.01678245852731706,0.07407407407407407,0.20114379724446876,21,4.224019742133844,3.7850548472477863,6,0.2222222222222222
E02005956,E02005947,433,0,0,1,258,4,4,79,10,42,34,1,6645.0979041586015,0.01275155204999604,0.09699769053117784,0.16880398925457593,357,60.26302416388361,54.00042273620852,96,0.22170900692840648
E02005956,E02005948,67,0,0,1,18,1,1,31,5,8,2,0,7390.042366691738,0.017567279643620107,0.11940298507462686,0.12502767890652364,57,7.126577697671848,6.385975706930318,14,0.208955223880597
E02005956,E02005949,102,0,0,0,22,1,2,52,4,15,6,0,3970.851472247535,0.020189418722228295,0.14705882352941177,0.22878507570224052,81,18.53159113188148,16.605767284010838,32,0.3137254901960784
E02005956,E02005950,71,0,0,0,33,0,0,18,5,7,8,0,4355.921353934754,0.019132370917700734,0.09859154929577464,0.22396916668582056,56,12.542273334405952,11.238866145999097,18,0.2535211267605634
E02005956,E02005952,414,0,0,1,26,1,3,152,11,91,128,1,2670.865093155309,0.016107994252422764,0.21980676328502416,0.2642411691873752,195,51.52702799153817,46.172281137379215,137,0.3309178743961353
E02005956,E02005953,13,0,0,0,5,0,0,8,0,0,0,0,4072.46627360965,0.016856858336469143,0,0.2424962179307501,13,3.1524508330997514,2.8248445876123576,3,0.23076923076923078
E02005956,E02005954,160,0,0,0,62,0,1,53,8,12,24,0,2476.332243971809,0.016733159066014993,0.075,0.2596681589127389,124,32.19885170517963,28.852710726426576,41,0.25625
E02005956,E02005955,143,0,0,0,8,3,0,63,8,17,44,0,2147.6421320288323,0.007861626966876242,0.11888111888111888,0.30244067700030897,82,24.800135514025335,22.22287746513784,39,0.2727272727272727
E02005956,E02005956,170,0,0,1,9,0,2,59,6,16,76,1,0,0.012774165989519939,0.09411764705882353,0.0392153319112992,78,3.058795889081338,2.740922370987835,19,0.11176470588235295
E02005956,E02005957,80,0,0,0,8,0,0,21,5,5,39,2,1291.404817344089,0.016636557169216297,0.0625,0.21919369346781536,36,7.890972964841353,7.070934155953004,12,0.15
E02005956,E02005978,14,0,0,0,1,0,0,10,3,0,0,0,10401.082613292487,0.014383029887343482,0,0.05096983070241316,14,0.7135776298337843,0.6394218378642154,1,0.07142857142857142
E02005956,E02005979,18,0,0,0,6,0,0,10,1,1,0,0,8399.961970870965,0.01649457315588765,0.05555555555555555,0.09561106277326056,17,1.6253880671454295,1.4564759063127923,2,0.1111111111111111
