Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope,perc_cycle,prob_cycle,non_active,cycle_added_unweighted,cycling_increase,potential_demand,cycle_fraction
E02005945,E02005940,24,0,0,0,5,0,1,14,0,3,1,0,5665.276238427254,0.01309729984873188,0.125,0.20655175223076835,20,4.131035044615367,3.7017332243511123,7,0.2916666666666667
E02005945,E02005941,59,0,0,0,12,0,0,28,4,12,3,0,4611.178481579489,0.01329243227078418,0.2033898305084746,0.24440187393307397,44,10.753682453055255,9.636147645971517,22,0.3728813559322034
E02005945,E02005942,62,0,0,0,12,0,0,26,8,15,1,0,4327.578845183181,0.01310511535432704,0.24193548387096775,0.25429246801114,46,11.69745352851244,10.481840967008624,25,0.4032258064516129
E02005945,E02005943,21,0,0,0,2,0,0,6,2,4,7,0,1371.292759043552,0.014349331660313092,0.19047619047619047,0.23511377190152546,10,2.3511377190152545,2.1068048359570875,6,0.2857142857142857
E02005945,E02005944,13,0,0,0,2,0,0,2,0,4,5,0,1850.0212468545503,0.010789936169131735,0.3076923076923077,0.27708192529092757,4,1.1083277011637103,0.9931490366352956,5,0.38461538461538464
E02005945,E02005945,1043,0,0,0,44,2,3,76,17,150,748,3,0,0.011170740415090705,0.14381591562799617,0.040875089922827436,145,5.926888038809978,5.310959150266631,155,0.1486097794822627
E02005945,E02005946,56,0,0,0,7,0,0,28,1,7,13,0,2300.681457987574,0.018053355700905684,0.125,0.2506703543503687,36,9.024132756613273,8.0863347043382,15,0.26785714285714285
E02005945,E02005947,784,0,1,2,296,2,6,73,20,277,107,0,3289.530653571587,0.01821353871621257,0.35331632653061223,0.25059838600414147,400,100.23935440165658,89.82236765572313,367,0.46811224489795916
E02005945,E02005948,130,0,0,0,37,0,0,25,1,55,12,0,4048.3404351198087,0.009427213480737922,0.4230769230769231,0.2817809200453245,63,17.752197962855444,15.907369532005175,71,0.5461538461538461
E02005945,E02005949,390,0,0,3,10,1,0,51,8,107,210,0,1837.417343452493,0.017914075913613665,0.2743589743589744,0.23990255272180733,73,17.512886348691936,15.692927450649114,123,0.3153846153846154
E02005945,E02005950,111,0,0,0,18,0,0,41,5,20,27,0,1988.655565235823,0.014305969057321307,0.18018018018018017,0.2630197513147276,64,16.833264084142566,15.083932298218645,35,0.3153153153153153
E02005945,E02005952,141,0,0,0,23,1,0,76,2,26,13,0,3201.8608643538146,0.016720687477248152,0.18439716312056736,0.2591913910768042,102,26.43752188983403,23.690104802347527,50,0.3546099290780142
E02005945,E02005953,11,0,0,0,0,1,0,8,1,1,0,0,3167.180340396667,0.01575881379019474,0.09090909090909091,0.26453591860510406,10,2.6453591860510404,2.370450476354965,3,0.2727272727272727
E02005945,E02005954,116,0,0,0,16,0,0,66,5,25,4,0,3949.0757329766866,0.014135747466986594,0.21551724137931033,0.259350009398606,87,22.56345081767872,20.218631564668886,45,0.3879310344827586
E02005945,E02005955,67,0,0,0,7,1,0,42,1,13,3,0,5141.511537899774,0.019120472276749928,0.19402985074626866,0.19949616444891674,51,10.174304386894754,9.11697920179137,22,0.3283582089552239
E02005945,E02005956,18,0,0,0,6,0,0,11,0,1,0,0,5811.742964945927,0.02301019153531932,0.05555555555555555,0.1613090286888759,17,2.74225348771089,2.4572754129219123,3,0.16666666666666666
E02005945,E02005979,37,0,0,0,8,0,0,16,0,12,1,0,7020.523563756887,0.01685799398348992,0.32432432432432434,0.14015673119124689,24,3.3637615485899253,3.01419565526088,15,0.40540540540540543
E02005946,E02005940,16,0,0,0,3,1,0,11,0,0,1,0,6684.6298198596405,0.020920795834633077,0,0.13878886954589886,15,2.081833043188483,1.8654866057279647,2,0.125
E02005946,E02005941,50,0,0,0,6,1,1,24,3,13,2,0,5967.963418019406,0.014383029887343482,0.26,0.1891689281521524,35,6.620912485325333,5.932859793672328,19,0.38
E02005946,E02005942,47,0,0,0,10,0,1,24,0,7,4,1,5920.969853272012,0.016636557169216297,0.14893617021276595,0.1818022244169416,36,6.544880079009898,5.864728760760354,13,0.2765957446808511
E02005946,E02005944,38,0,0,0,1,0,0,11,0,2,24,0,186.39437236061997,0.014615216894098625,0.05263157894736842,0.09708722749682863,12,1.1650467299619436,1.0439737600006953,3,0.07894736842105263
E02005946,E02005945,604,0,0,1,64,1,1,120,28,157,230,2,2027.2707594494007,0.014993581983109792,0.2599337748344371,0.26053368715442243,217,56.535810112509665,50.660544972105974,208,0.3443708609271523
E02005946,E02005946,156,0,0,1,6,0,0,43,4,13,88,1,0,0.0153154834166994,0.08333333333333333,0.03671644647277272,55,2.0194045560024994,1.8095457573288316,15,0.09615384615384616
E02005946,E02005947,562,0,0,0,268,0,6,93,7,153,34,1,5259.011414493959,0.015119674882510429,0.2722419928825623,0.21298889556115316,375,79.87083583543243,71.57056850778714,225,0.400355871886121
E02005946,E02005948,114,0,0,0,32,1,1,38,1,37,4,0,6017.8211960421795,0.014383029887343482,0.32456140350877194,0.18721896953388562,73,13.66698477597365,12.24669630626021,49,0.4298245614035088
E02005946,E02005949,321,0,0,0,30,0,5,59,9,105,113,0,1773.4740203569806,0.010822495179484018,0.32710280373831774,0.2738991795698906,103,28.211615495698734,25.279832600105703,130,0.40498442367601245
E02005946,E02005950,102,0,0,0,25,0,2,44,7,15,9,0,3677.328822262027,0.017265237795617117,0.14705882352941177,0.24932545623041336,78,19.447385585972242,17.426391345722205,32,0.3137254901960784
E02005946,E02005951,11,0,0,0,1,0,2,7,0,1,0,0,5735.159767301332,0.019863349087962744,0.09090909090909091,0.17581470537658725,10,1.7581470537658725,1.5754384293358414,3,0.2727272727272727
E02005946,E02005952,270,0,0,0,12,0,5,164,16,59,13,1,3107.4368258837067,0.013203989669715215,0.21851851851851853,0.27867335297760726,198,55.17732388956624,49.443234169369575,108,0.4
E02005946,E02005953,16,0,0,0,2,0,1,10,0,3,0,0,4605.148982635161,0.029370518963671533,0.1875,0.17355753605159402,13,2.2562479686707224,2.021776135472306,5,0.3125
E02005946,E02005954,108,0,0,0,12,0,0,60,8,26,2,0,4651.426689112693,0.014614606806220771,0.24074074074074073,0.23657577805793484,80,18.926062244634785,16.95924451389515,43,0.39814814814814814
E02005946,E02005955,83,0,0,0,3,0,1,54,6,17,2,0,5804.645396498186,0.019479361425862065,0.20481927710843373,0.1748443170579469,64,11.190036291708601,10.027155101650614,27,0.3253012048192771
E02005946,E02005956,44,0,0,1,7,0,1,24,2,6,3,0,5144.978180791944,0.01842354925457486,0.13636363636363635,0.20239172365212016,35,7.083710327824206,6.347563162497319,12,0.2727272727272727
E02005946,E02005979,37,0,0,0,5,0,1,29,0,2,0,0,8990.004324679254,0.010961790001064736,0.05405405405405406,0.09076018039491907,35,3.1766063138221674,2.8464898035387853,5,0.13513513513513514
E02005947,E02005941,38,0,0,0,5,0,0,5,0,16,12,0,3625.4738618564493,0.020184283487126278,0.42105263157894735,0.23584178955973084,10,2.3584178955973085,2.113328448379127,18,0.47368421052631576
E02005947,E02005942,57,0,0,0,12,0,0,0,0,25,20,0,2046.7052910346285,0.02497622224412879,0.43859649122807015,0.21259936264434898,12,2.5511923517321877,2.2860695656472667,27,0.47368421052631576
E02005947,E02005945,131,0,0,1,49,0,3,31,3,35,9,0,3269.9816024538445,0.017996091186021898,0.26717557251908397,0.2519261237347005,87,21.917572764918944,19.639873887486633,55,0.4198473282442748
E02005947,E02005946,17,0,0,0,5,0,0,9,0,3,0,0,5512.873061914393,0.025722896368299584,0.17647058823529413,0.16113093236810805,14,2.2558330531535127,2.0214043384435305,5,0.29411764705882354
E02005947,E02005947,1225,0,1,8,44,1,1,32,7,347,781,3,0,0.010789936169131735,0.283265306122449,0.04127904760779802,97,4.004067617956408,3.587960395847404,351,0.28653061224489795
E02005947,E02005948,142,0,0,1,4,0,0,5,0,28,104,0,948.1657343427565,0.022044989587272638,0.19718309859154928,0.17096784331749254,10,1.7096784331749255,1.532006722453122,30,0.2112676056338028
E02005947,E02005949,83,0,1,1,22,0,0,12,0,30,17,0,4433.230929869793,0.011886933827252612,0.3614457831325301,0.2572763199272616,36,9.261947517381417,8.299435486991694,38,0.4578313253012048
E02005947,E02005950,56,0,0,0,8,0,0,4,0,22,22,0,2137.6097015758005,0.013585638606081658,0.39285714285714285,0.270710846593349,12,3.248530159120188,2.9109392417273594,25,0.44642857142857145
E02005947,E02005952,61,0,0,0,21,0,1,30,1,6,2,0,4536.8207135739785,0.013432302559590851,0.09836065573770492,0.24612709505102043,53,13.044736037704082,11.689112358560372,18,0.29508196721311475
E02005947,E02005953,18,0,0,0,6,0,0,5,3,3,1,0,2742.1551373574457,0.014684320828365164,0.16666666666666666,0.2719589950596372,14,3.807425930834921,3.41175393459773,6,0.3333333333333333
E02005947,E02005954,56,0,0,0,23,0,0,18,2,13,0,0,4477.111172542205,0.010822476574308513,0.23214285714285715,0.261369751901458,43,11.238899331762694,10.070940239481095,23,0.4107142857142857
E02005947,E02005955,41,0,0,0,12,0,0,20,0,8,1,0,5079.405858282252,0.014383029887343482,0.1951219512195122,0.2229061530466615,32,7.132996897493168,6.391727816267493,14,0.34146341463414637
E02005947,E02005979,32,0,0,0,9,1,0,12,0,9,1,0,3920.348862979832,0.017820618318642917,0.28125,0.24141213566094674,22,5.311066984540829,4.759134914397605,14,0.4375
E02005948,E02005940,13,0,0,0,1,0,0,4,1,6,1,0,4393.121536086058,0.018000807061795965,0.46153846153846156,0.22824879800943898,6,1.3694927880566339,1.227173553191314,7,0.5384615384615384
E02005948,E02005941,48,0,0,0,10,0,0,11,2,21,4,0,3965.744814153785,0.0098179993921442,0.4375,0.281869042577467,23,6.482987979281741,5.809268557829563,27,0.5625
E02005948,E02005942,49,0,0,0,8,0,0,5,0,23,13,0,2511.158945823522,0.017602916428828143,0.46938775510204084,0.25551050240186296,13,3.3216365312242186,2.976448317202768,26,0.5306122448979592
E02005948,E02005945,128,0,0,0,46,0,1,24,4,40,12,1,4154.994918286727,0.014283828278585972,0.3125,0.2532360130246999,76,19.24593698987719,17.245877514900087,57,0.4453125
E02005948,E02005946,19,0,0,0,6,0,0,9,1,2,1,0,6004.225432730977,0.014313822390779284,0.10526315789473684,0.18803530077635136,16,3.0085648124216218,2.6959113644584747,5,0.2631578947368421
E02005948,E02005947,945,0,0,7,37,0,1,54,6,288,552,0,965.2940388350771,0.01577249678932368,0.3047619047619048,0.19781498399056263,105,20.770573319009078,18.612071917428015,307,0.32486772486772486
E02005948,E02005948,297,0,0,7,7,0,3,26,2,35,215,2,0,0.014117941319850372,0.11784511784511785,0.03787431595506735,47,1.7800928498881654,1.5951035935775773,37,0.12457912457912458
E02005948,E02005949,100,0,0,2,22,0,0,23,1,44,8,0,5052.947139515095,0.018971599908775255,0.44,0.20312207421788145,48,9.74985956245831,8.736643162142364,53,0.53
E02005948,E02005950,53,0,0,0,10,0,0,14,0,21,8,0,2757.325911221104,0.022776162650802397,0.39622641509433965,0.23102796286485583,24,5.54467110875654,4.968462634597388,26,0.49056603773584906
E02005948,E02005952,90,0,0,0,26,0,2,38,3,17,4,0,5156.536923219281,0.016687001318699157,0.18888888888888888,0.20963919828866226,69,14.465104681917696,12.961874691565859,30,0.3333333333333333
E02005948,E02005954,89,0,0,0,26,0,0,36,2,22,3,0,4959.955135914346,0.025695912106592587,0.24719101123595505,0.1781369294754963,64,11.400763486431764,10.215983288668248,32,0.3595505617977528
E02005948,E02005955,27,0,0,0,8,0,0,12,0,6,1,0,5697.058568602439,0.011170716518826257,0.2222222222222222,0.2138937193834746,20,4.277874387669492,3.833312857289316,10,0.37037037037037035
