Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope
E02005942,E02005948,112,0,0,0,2,0,0,12,0,57,41,0,2511.8897128953286,0.00939870469180685
E02005942,E02005949,91,0,0,3,15,0,2,29,1,39,2,0,5933.780545117702,0.01310511535432704
E02005942,E02005950,38,0,0,0,3,0,0,12,1,17,5,0,3810.4297259699697,0.009944955702302727
E02005942,E02005952,49,0,0,0,5,0,0,37,1,4,2,0,6209.640737968143,0.011492371366704368
E02005942,E02005954,43,0,0,1,4,0,1,26,2,8,1,0,6118.388689736023,0.00947974288821826
E02005942,E02005955,37,0,0,0,4,0,1,24,1,6,1,0,7018.633030731437,0.006158607799029989
E02005942,E02005979,30,0,0,0,0,0,1,19,0,9,1,0,5378.265597090224,NaN
E02005943,E02005940,18,0,0,0,4,0,0,10,0,4,0,0,4656.556097260135,0.015119674882510429
E02005943,E02005941,44,0,0,0,2,0,0,17,4,19,2,0,3602.4583404123723,0.014684320828365164
E02005943,E02005942,80,0,0,0,3,0,1,31,1,41,3,0,3080.405548741078,0.006805665933114999
E02005943,E02005943,84,0,0,0,4,0,2,24,0,21,33,0,0,0.009701158651086722
E02005943,E02005944,11,0,0,0,3,0,0,7,1,0,0,0,3118.4926466940688,0.017152936587873705
E02005943,E02005945,384,0,0,2,48,1,2,81,25,106,119,0,1384.2714366212645,0.009706803745745847
E02005943,E02005946,32,0,0,0,10,0,0,12,1,5,4,0,3335.426598739479,0.01343023261527192
E02005943,E02005947,726,0,0,2,144,1,12,75,21,346,123,2,2602.3320668775627,0.010703306354922722
E02005943,E02005948,113,0,0,1,21,1,1,22,8,42,16,1,3568.508113439364,0.012873518892627943
E02005943,E02005949,159,0,0,0,26,0,5,30,4,59,34,1,3169.0877689622926,0.010722281455934308
E02005943,E02005950,99,0,0,0,12,1,1,31,4,38,12,0,2335.8314737175274,0.016290021710743084
E02005943,E02005952,143,0,0,0,15,1,6,95,6,17,3,0,4586.1323009750795,0.022186493441968408
E02005943,E02005953,17,0,0,0,3,0,0,8,1,3,2,0,3349.8745744497755,0.010573303734975625
E02005943,E02005954,89,0,0,1,12,0,0,46,1,23,6,0,4643.79043748358,0.009425536330609122
E02005943,E02005955,39,0,0,0,1,0,0,22,6,10,0,0,5836.2262424066685,0.014349331660313092
E02005943,E02005956,11,0,0,0,1,0,0,9,0,1,0,0,6691.752827652283,0.009854841589952255
E02005943,E02005957,11,0,0,0,0,0,0,4,0,6,1,0,7639.006178610201,0.01164047943337312
E02005943,E02005979,28,0,0,0,2,0,0,17,1,7,1,0,6540.691242076442,0.010392153662600472
E02005944,E02005940,14,0,0,0,4,0,0,4,2,4,0,0,6718.682207858662,0.0093988674034944791
E02005944,E02005941,43,0,0,0,12,0,0,13,1,14,3,0,6002.015806018428,0.009425536330609122
E02005944,E02005942,42,0,0,0,9,0,2,18,5,5,3,0,5955.022241271034,0.025722466753239578
E02005944,E02005943,21,0,0,0,3,0,0,9,1,3,5,0,3119.687985559388,0.025695912106592587
E02005944,E02005944,53,0,0,0,9,0,0,10,2,2,29,1,0,0.010364788589075384
E02005944,E02005945,524,0,0,0,100,2,4,94,25,75,224,0,1850.0212468545508,0.011562518343149569
E02005944,E02005946,87,0,0,0,13,0,0,22,0,13,39,0,450.66021113302406,0.018801107557203274
E02005944,E02005947,468,0,0,0,247,0,9,90,15,72,35,0,5081.761901899109,0.011010432782694606
E02005944,E02005948,64,0,0,0,17,0,1,29,1,14,2,0,5840.57168344733,0.019975691465537092
E02005944,E02005949,197,0,0,1,38,0,1,46,10,59,42,0,1721.748710161946,0.011656523194070229
E02005944,E02005950,73,0,0,0,24,0,2,32,3,5,7,0,3500.079309667177,0.015261508691977588
E02005944,E02005952,240,0,0,0,18,0,6,151,16,42,3,4,3251.4938089387747,0.012147248206921611
E02005944,E02005953,14,0,0,0,1,0,1,11,0,0,1,0,4444.487408219678,0.016030420968106408
E02005944,E02005954,113,0,0,0,15,1,1,69,8,12,7,0,4749.238585464026,0.020849747018217762
E02005944,E02005955,51,0,0,0,4,0,2,36,2,5,2,0,5948.702379553254,0.011813033446884207
E02005944,E02005956,55,0,0,0,8,1,3,34,3,2,4,0,5289.035163847012,NaN
E02005944,E02005957,15,0,0,0,7,0,0,5,0,1,2,0,6445.090620986716,0.020920795834633077
E02005944,E02005979,28,0,0,0,10,0,0,12,3,1,2,0,8812.754812084406,0.012774160932332211
E02005945,E02005940,24,0,0,0,5,0,1,14,0,3,1,0,5665.276238427254,0.01309729984873188
E02005945,E02005941,59,0,0,0,12,0,0,28,4,12,3,0,4611.178481579489,0.01329243227078418
E02005945,E02005942,62,0,0,0,12,0,0,26,8,15,1,0,4327.578845183181,0.01310511535432704
E02005945,E02005943,21,0,0,0,2,0,0,6,2,4,7,0,1371.292759043552,0.014349331660313092
E02005945,E02005944,13,0,0,0,2,0,0,2,0,4,5,0,1850.0212468545503,0.010789936169131735
E02005945,E02005945,1043,0,0,0,44,2,3,76,17,150,748,3,0,0.011170740415090705
E02005945,E02005946,56,0,0,0,7,0,0,28,1,7,13,0,2300.681457987574,0.018053355700905684
E02005945,E02005947,784,0,1,2,296,2,6,73,20,277,107,0,3289.530653571587,0.01821353871621257
E02005945,E02005948,130,0,0,0,37,0,0,25,1,55,12,0,4048.3404351198087,0.009427213480737922
E02005945,E02005949,390,0,0,3,10,1,0,51,8,107,210,0,1837.417343452493,0.017914075913613665
E02005945,E02005950,111,0,0,0,18,0,0,41,5,20,27,0,1988.655565235823,0.014305969057321307
E02005945,E02005952,141,0,0,0,23,1,0,76,2,26,13,0,3201.8608643538146,0.016720687477248152
E02005945,E02005953,11,0,0,0,0,1,0,8,1,1,0,0,3167.180340396667,0.01575881379019474
E02005945,E02005954,116,0,0,0,16,0,0,66,5,25,4,0,3949.0757329766866,0.014135747466986594
E02005945,E02005955,67,0,0,0,7,1,0,42,1,13,3,0,5141.511537899774,0.019120472276749928
E02005945,E02005956,18,0,0,0,6,0,0,11,0,1,0,0,5811.742964945927,0.02301019153531932
E02005945,E02005979,37,0,0,0,8,0,0,16,0,12,1,0,7020.523563756887,0.01685799398348992
E02005946,E02005940,16,0,0,0,3,1,0,11,0,0,1,0,6684.6298198596405,0.020920795834633077
E02005946,E02005941,50,0,0,0,6,1,1,24,3,13,2,0,5967.963418019406,NaN
E02005946,E02005942,47,0,0,0,10,0,1,24,0,7,4,1,5920.969853272012,0.016636557169216297
E02005946,E02005944,38,0,0,0,1,0,0,11,0,2,24,0,186.39437236061997,0.014615216894098625
E02005946,E02005945,604,0,0,1,64,1,1,120,28,157,230,2,2027.2707594494007,0.014993581983109792
E02005946,E02005946,156,0,0,1,6,0,0,43,4,13,88,1,0,0.0153154834166994
E02005946,E02005947,562,0,0,0,268,0,6,93,7,153,34,1,5259.011414493959,0.015119674882510429
E02005946,E02005948,114,0,0,0,32,1,1,38,1,37,4,0,6017.8211960421795,NaN
E02005946,E02005949,321,0,0,0,30,0,5,59,9,105,113,0,1773.4740203569806,0.010822495179484018
E02005946,E02005950,102,0,0,0,25,0,2,44,7,15,9,0,3677.328822262027,0.017265237795617117
E02005946,E02005951,11,0,0,0,1,0,2,7,0,1,0,0,5735.159767301332,0.019863349087962744
E02005946,E02005952,270,0,0,0,12,0,5,164,16,59,13,1,3107.4368258837067,0.013203989669715215
E02005946,E02005953,16,0,0,0,2,0,1,10,0,3,0,0,4605.148982635161,0.029370518963671533
E02005946,E02005954,108,0,0,0,12,0,0,60,8,26,2,0,4651.426689112693,0.014614606806220771
E02005946,E02005955,83,0,0,0,3,0,1,54,6,17,2,0,5804.645396498186,0.019479361425862065
E02005946,E02005956,44,0,0,1,7,0,1,24,2,6,3,0,5144.978180791944,0.01842354925457486
E02005946,E02005979,37,0,0,0,5,0,1,29,0,2,0,0,8990.004324679254,0.010961790001064736
E02005947,E02005941,38,0,0,0,5,0,0,5,0,16,12,0,3625.4738618564493,0.020184283487126278
E02005947,E02005942,57,0,0,0,12,0,0,0,0,25,20,0,2046.7052910346285,0.02497622224412879
E02005947,E02005945,131,0,0,1,49,0,3,31,3,35,9,0,3269.9816024538445,0.017996091186021898
E02005947,E02005946,17,0,0,0,5,0,0,9,0,3,0,0,5512.873061914393,0.025722896368299584
E02005947,E02005947,1225,0,1,8,44,1,1,32,7,347,781,3,0,0.010789936169131735
E02005947,E02005948,142,0,0,1,4,0,0,5,0,28,104,0,948.1657343427565,0.022044989587272638
E02005947,E02005949,83,0,1,1,22,0,0,12,0,30,17,0,4433.230929869793,0.011886933827252612
E02005947,E02005950,56,0,0,0,8,0,0,4,0,22,22,0,2137.6097015758005,0.013585638606081658
E02005947,E02005952,61,0,0,0,21,0,1,30,1,6,2,0,4536.8207135739785,0.013432302559590851
E02005947,E02005953,18,0,0,0,6,0,0,5,3,3,1,0,2742.1551373574457,0.014684320828365164
E02005947,E02005954,56,0,0,0,23,0,0,18,2,13,0,0,4477.111172542205,0.010822476574308513
E02005947,E02005955,41,0,0,0,12,0,0,20,0,8,1,0,5079.405858282252,NaN
E02005947,E02005979,32,0,0,0,9,1,0,12,0,9,1,0,3920.348862979832,0.017820618318642917
E02005948,E02005940,13,0,0,0,1,0,0,4,1,6,1,0,4393.121536086058,0.018000807061795965
E02005948,E02005941,48,0,0,0,10,0,0,11,2,21,4,0,3965.744814153785,0.0098179993921442
E02005948,E02005942,49,0,0,0,8,0,0,5,0,23,13,0,2511.158945823522,0.017602916428828143
E02005948,E02005945,128,0,0,0,46,0,1,24,4,40,12,1,4154.994918286727,0.014283828278585972
E02005948,E02005946,19,0,0,0,6,0,0,9,1,2,1,0,6004.225432730977,0.014313822390779284
E02005948,E02005947,945,0,0,7,37,0,1,54,6,288,552,0,965.2940388350771,0.01577249678932368
E02005948,E02005948,297,0,0,7,7,0,3,26,2,35,215,2,0,0.014117941319850372
E02005948,E02005949,100,0,0,2,22,0,0,23,1,44,8,0,5052.947139515095,0.018971599908775255
E02005948,E02005950,53,0,0,0,10,0,0,14,0,21,8,0,2757.325911221104,0.022776162650802397
E02005948,E02005952,90,0,0,0,26,0,2,38,3,17,4,0,5156.536923219281,0.016687001318699157
E02005948,E02005954,89,0,0,0,26,0,0,36,2,22,3,0,4959.955135914346,0.025695912106592587
E02005948,E02005955,27,0,0,0,8,0,0,12,0,6,1,0,5697.058568602439,0.011170716518826257
E02005948,E02005978,13,0,0,0,7,0,0,3,0,3,0,0,3484.8750151518207,0.016424642484031075
E02005948,E02005979,59,0,0,0,4,1,0,13,2,16,23,0,2985.8873262606376,0.014608643445219154
E02005949,E02005941,21,0,0,0,8,0,1,7,0,1,4,0,6411.942623191901,0.008177172688310233
E02005949,E02005942,36,0,0,0,16,0,1,5,2,11,1,0,6128.342986795591,0.009427296299601966
E02005949,E02005945,504,0,0,1,78,0,1,62,23,87,250,2,1837.4173434524935,0.006615745863460528
E02005949,E02005946,48,0,0,0,7,0,1,16,0,11,13,0,2026.969663308855,0.017265237795617117
E02005949,E02005947,510,0,0,0,271,4,8,49,7,97,72,2,4477.69897836997,0.017820648952561097
E02005949,E02005948,74,0,0,0,22,0,0,27,4,14,7,0,5091.0692568802,NaN
E02005949,E02005949,402,0,0,1,22,0,1,36,7,54,279,2,0,0.014837262001875231
E02005949,E02005950,100,0,0,0,26,1,0,28,0,13,32,0,2556.1976621191784,0.0174529609084124
E02005949,E02005952,205,0,0,0,27,0,2,93,5,55,23,0,1511.0942402065618,0.011831381275406259
E02005949,E02005954,69,0,0,0,13,1,0,27,5,14,9,0,3024.1383521538955,0.015750045885385488
E02005949,E02005955,65,0,0,0,10,1,1,43,2,6,2,0,4081.8335220166405,0.014000598283324589
E02005949,E02005956,34,0,0,1,4,0,0,15,3,8,3,0,3970.8514722475365,0.015404882021129569
E02005949,E02005957,16,0,0,0,2,0,0,8,0,4,2,0,5126.906929387239,0.011641543112028292
E02005949,E02005979,12,0,0,0,3,0,1,7,0,0,1,0,8034.641651373785,0.019317309298283233
E02005950,E02005940,31,0,0,0,12,0,0,9,0,8,2,0,5802.955060236189,0.027613486081949915
E02005950,E02005941,49,0,0,0,11,0,0,16,2,14,6,0,5046.818915028514,0.01430093834694239
E02005950,E02005942,61,0,0,0,13,0,0,17,0,24,7,0,3796.8097674820933,0.010364802285120631
E02005950,E02005943,16,0,0,0,2,0,0,4,0,5,5,0,2332.3414521843774,0.018053355700905684
E02005950,E02005945,285,0,0,0,59,0,0,42,10,98,76,0,1988.6555652358231,0.011579009605240664
E02005950,E02005946,34,0,0,0,12,0,1,13,1,3,4,0,3941.6586894603583,0.012655548883321316
E02005950,E02005947,1328,0,3,4,251,3,5,70,5,444,537,6,2130.335674222998,0.010066664202343414
E02005950,E02005948,237,0,0,1,34,2,0,36,3,69,91,1,2743.7059527332276,0.008797035333938373
E02005950,E02005949,258,0,0,1,25,0,2,27,3,80,119,1,2547.116830779336,0.009701221068205843
E02005950,E02005950,373,0,0,2,17,0,0,24,4,54,269,3,0,0.019864460093269115
E02005950,E02005951,13,0,0,0,3,0,0,2,0,3,5,0,3001.8517280277592,0.018000840481637054
E02005950,E02005952,155,0,0,1,29,0,6,50,4,39,25,1,2399.2110119981753,0.014837332805968021
E02005950,E02005953,28,0,0,0,0,0,0,3,0,8,17,0,1095.8319493228094,NaN
E02005950,E02005954,141,0,0,0,28,2,2,40,4,42,23,0,2307.958963766052,0.017697389029331774
E02005950,E02005955,81,0,0,1,25,0,0,28,3,13,10,1,3500.394768689139,0.013541932051705275
E02005950,E02005956,38,0,0,0,12,0,1,8,2,9,6,0,4355.921353934752,0.016190929728490934
E02005950,E02005957,14,0,0,0,5,0,0,5,0,2,2,0,5303.174704892677,0.012140772917194016
E02005950,E02005978,11,0,0,0,4,0,0,6,0,1,0,0,6206.786086384848,0.013672579796730675
E02005950,E02005979,47,0,0,0,10,0,1,10,3,19,4,0,5687.278347226813,0.012295029298925128
E02005951,E02005941,35,0,0,0,9,0,0,7,2,16,1,0,5243.882534033855,0.020531819262395827
E02005951,E02005942,36,0,0,0,8,0,0,11,1,12,4,0,3665.113963212035,0.031701349682289014
E02005951,E02005945,112,0,0,0,37,0,0,21,7,37,9,1,4096.504038991461,0.009657181128850573
E02005951,E02005946,14,0,0,0,6,0,0,6,0,1,1,0,6030.851919419559,0.011562535232007617
E02005951,E02005947,902,0,0,5,134,0,6,64,10,316,364,3,1627.3885232304542,0.01821353871621257
E02005951,E02005948,179,0,0,0,13,1,0,27,3,74,61,0,2286.882291927259,0.013012829477109177
E02005951,E02005949,112,0,1,1,21,0,2,32,0,49,6,0,5192.0936986440975,0.013165490321439575
E02005951,E02005950,88,0,0,0,10,1,0,20,2,35,20,0,2998.966780016304,0.014420939459850911
E02005951,E02005951,81,0,0,0,1,0,0,19,0,11,50,0,0,0.014554021338859266
E02005951,E02005952,87,0,0,0,14,0,1,44,4,20,4,0,4199.281263563823,0.017153235139282567
E02005951,E02005953,13,0,0,0,0,0,0,5,1,6,1,0,2163.4083462096387,0.013204463848101972
E02005951,E02005954,99,0,0,1,18,0,0,35,5,29,11,0,3121.453497501994,0.00857104235711115
E02005951,E02005955,47,0,0,0,7,0,0,26,0,12,2,0,3446.968940724876,0.01745298094032598
E02005951,E02005956,18,0,0,0,6,0,1,6,0,2,2,1,5551.540728279381,0.017697389029331774
E02005951,E02005978,15,0,0,0,1,0,0,10,1,3,0,0,5064.8915307312345,NaN
E02005951,E02005979,38,0,0,0,7,0,0,14,0,13,4,0,3513.796346389705,0.02096059570649699
E02005952,E02005940,35,0,0,0,8,0,0,17,1,8,1,0,8202.16607223436,0.008332545761000131
E02005952,E02005941,78,0,0,0,27,0,0,30,3,12,6,0,7897.866271164696,0.02076611040718769
E02005952,E02005942,79,0,0,0,22,0,0,28,2,17,10,0,6196.0207794802645,0.012370385931458361
E02005952,E02005943,26,0,0,0,9,1,0,7,1,4,4,0,4657.980548628753,0.009982266361669354
E02005952,E02005944,25,0,0,0,7,0,0,12,3,3,0,0,3251.4938089387747,0.018858023053359804
E02005952,E02005945,641,0,0,0,192,0,6,164,30,138,109,2,3229.679410040166,0.02293395965082684
E02005952,E02005946,91,0,0,0,15,0,0,54,8,7,7,0,3344.743824578231,0.016234018490446405
E02005952,E02005947,1306,0,1,3,607,5,18,158,30,336,144,4,4529.546686221172,0.018801404630410044
E02005952,E02005948,278,0,0,0,77,6,0,74,1,95,23,2,5142.916964731402,0.009427213480737922
E02005952,E02005949,449,0,0,0,57,1,1,100,15,110,164,1,1511.0942402065623,0.01678245852731706
E02005952,E02005950,291,0,0,0,60,1,0,81,11,66,72,0,2399.211011998175,0.011453822347925696
E02005952,E02005951,16,0,0,0,4,0,0,9,0,3,0,0,4202.2832212746425,0.009626312643696627
E02005952,E02005952,865,0,0,0,44,4,5,308,42,177,284,1,0,0.009843118261535992
E02005952,E02005953,53,0,0,0,7,0,0,20,2,12,12,0,2492.008053397352,0.009706915098684878
E02005952,E02005954,401,0,0,6,35,1,0,133,5,54,166,1,1540.9399274320226,0.02474231176017093
E02005952,E02005955,209,0,0,0,29,1,2,102,10,42,23,0,2569.4984460605906,0.017602943055801276
E02005952,E02005956,109,0,0,0,7,1,1,50,3,18,29,0,2670.8650931553084,0.01183139345229963
E02005952,E02005957,23,0,0,0,7,0,0,12,0,2,2,0,3632.717863875197,0.013541932051705275
E02005952,E02005978,30,0,0,0,3,0,0,23,2,2,0,0,8605.997098383024,0.02096059570649699
E02005952,E02005979,64,0,0,1,13,0,0,33,4,11,0,2,7330.891312351186,NaN
E02005953,E02005940,16,0,0,0,5,0,0,3,0,7,1,0,6397.700685582107,0.01914574423647266
E02005953,E02005941,35,0,0,0,7,0,0,8,0,19,1,0,5641.564540374436,0.015347955815206092
E02005953,E02005942,47,0,0,0,8,0,0,15,0,19,5,0,4391.555392828011,0.016932742567692404
E02005953,E02005945,145,0,0,1,22,0,1,37,5,54,24,1,2982.6673649331947,0.012443301246423802
E02005953,E02005946,11,0,0,0,2,0,0,6,0,2,1,0,4710.634643889232,0.017479786538527293
E02005953,E02005947,632,0,0,2,144,1,3,52,8,260,160,2,2725.081299568918,0.023127501372255502
E02005953,E02005948,108,0,0,0,23,0,1,14,3,51,16,0,3338.4515780791476,0.01086056075494157
E02005953,E02005949,127,0,0,0,7,0,0,20,1,62,37,0,3214.806146009098,0.011010437026457444
E02005953,E02005950,174,0,0,1,12,0,0,32,4,42,82,1,1133.7494337614999,0.017914075913613665
E02005953,E02005951,17,0,0,0,0,0,0,9,1,4,3,0,2163.4083462096387,0.01448336924207928
E02005953,E02005952,154,0,0,0,16,0,0,73,8,34,22,1,2464.9787297421963,0.013766803209462919
E02005953,E02005953,54,0,0,1,3,0,0,13,1,12,24,0,0,0.01015830193643723
E02005953,E02005954,137,0,0,1,24,0,0,36,2,42,32,0,1686.4994490339727,0.011048133932752719
E02005953,E02005955,61,0,0,0,11,1,0,27,1,17,4,0,2145.893032801153,0.010573455671018939
E02005953,E02005956,17,0,0,0,6,1,0,7,0,1,2,0,4067.399066664517,0.01799690783571622
E02005953,E02005957,11,0,0,0,2,0,0,6,0,2,0,1,4829.131012772363,0.01668702626420388
E02005953,E02005979,33,0,0,0,7,1,1,11,1,11,1,0,5292.01643728618,0.01405466137959627
E02005954,E02005940,37,0,0,0,13,0,0,16,2,5,1,0,8106.195611863035,0.009657181128850573
E02005954,E02005941,37,0,0,0,14,0,0,10,1,8,4,0,7350.059466655367,0.016234018490446405
E02005954,E02005942,65,0,0,0,14,0,0,27,2,20,2,0,6100.050319108939,0.01086056075494157
E02005954,E02005945,282,0,0,0,90,0,6,93,20,54,16,3,3967.003811841046,0.011555911989730154
E02005954,E02005946,28,0,0,0,3,0,0,18,1,5,1,0,4878.193423489131,0.01141834850172049
E02005954,E02005947,967,0,0,2,464,1,10,119,21,284,63,3,4441.186833331828,0.010923489069628332
E02005954,E02005948,198,0,0,0,48,4,2,65,2,65,9,3,4959.955135914349,0.011055515300082466
E02005954,E02005949,172,0,0,0,31,1,3,55,9,53,20,0,3024.1383521538974,0.016296290248367335
E02005954,E02005950,196,0,0,0,52,1,1,53,3,55,30,1,2307.958963766052,0.021015004504922104
E02005954,E02005951,16,0,0,0,4,0,0,6,1,2,3,0,3121.453497501994,NaN
E02005954,E02005952,433,0,0,1,23,2,12,163,15,97,120,0,1530.3996631139348,0.011813043787224049
E02005954,E02005953,45,0,0,0,0,0,0,13,0,14,18,0,1713.5287726891277,0.01685799398348992
E02005954,E02005954,341,0,0,1,21,2,0,68,10,57,180,2,0,0.007861626966876242
E02005954,E02005955,169,0,0,0,16,0,0,85,4,32,31,1,1200.7555042167473,0.012592239673134087
E02005954,E02005956,84,0,0,0,7,0,1,30,2,12,32,0,2476.3322439718095,0.012440026141150144
E02005954,E02005957,33,0,0,0,10,0,0,11,1,11,0,0,3238.064190079654,0.012944636502626878
E02005954,E02005978,25,0,0,0,3,0,0,22,0,0,0,0,8061.0244309210875,0.01343042817141948
E02005954,E02005979,48,0,0,0,8,0,0,21,1,16,2,0,6250.0615885785355,0.014614982610386545
E02005955,E02005940,27,0,0,0,13,0,0,10,3,1,0,0,9306.947550301358,0.014284245411163105
E02005955,E02005941,34,0,0,0,13,0,0,11,0,8,2,0,8879.570828369086,0.01575006240206692
E02005955,E02005942,54,0,0,0,22,0,0,23,0,6,2,1,7300.802257547264,0.016190929728490934
E02005955,E02005943,22,0,0,0,5,0,1,10,0,2,4,0,5843.237603514893,0.008332761273478853
E02005955,E02005945,283,0,0,0,81,0,5,122,20,41,14,0,5159.439616764136,0.019146072764362084
E02005955,E02005946,37,0,0,0,4,0,0,24,1,3,4,1,6041.952395192713,NaN
E02005955,E02005947,688,0,0,1,358,5,12,104,21,146,38,3,5263.076817565686,0.014244911065539828
E02005955,E02005948,141,0,0,0,39,3,0,48,4,35,12,0,5697.058568602438,0.01465718099293853
E02005955,E02005949,154,0,0,0,23,1,3,71,10,39,7,0,4116.28812786492,0.01026126235866836
E02005955,E02005950,167,0,0,0,52,1,2,65,5,31,10,1,3500.3947686891397,0.017949978070838014
E02005955,E02005951,20,0,0,0,2,0,0,7,1,9,1,0,3446.9689407248766,0.016388723924128816
E02005955,E02005952,493,0,0,0,22,1,14,241,25,117,71,2,2603.953051908867,0.011555911989730154
E02005955,E02005953,45,0,0,0,7,1,0,18,1,9,9,0,2198.786079271173,0.01997593682132544
E02005955,E02005954,273,0,0,0,21,4,2,106,6,44,89,1,1200.7555042167473,0.014305969057321307
E02005955,E02005955,381,0,0,0,12,4,2,124,17,54,165,3,0,0.017567279643620107
E02005955,E02005956,88,0,0,0,8,0,0,42,2,15,21,0,2147.642132028833,0.012159994545962583
E02005955,E02005957,28,0,0,0,1,0,0,20,0,4,3,0,2875.3263639729635,0.00973455348939802
E02005955,E02005978,16,0,0,0,3,0,1,12,0,0,0,0,8226.933295902416,0.009945023476054948
E02005955,E02005979,57,0,0,0,7,0,1,41,1,5,2,0,6225.8126534808935,0.009854923104398927
E02005956,E02005940,13,0,0,0,3,0,0,8,1,1,0,0,10317.717290171793,0.01911513386011799
E02005956,E02005941,15,0,0,0,8,0,0,4,0,2,1,0,9561.581144964126,0.016424664591376033
E02005956,E02005942,21,0,0,0,7,0,0,11,0,1,2,0,8311.5719974177,0.011579017207393402
E02005956,E02005945,169,0,0,0,42,0,6,78,8,24,10,1,5811.742964945928,0.013012829477109177
E02005956,E02005946,27,0,0,0,4,0,0,17,0,2,4,0,5382.28517948647,0.01678245852731706
E02005956,E02005947,433,0,0,1,258,4,4,79,10,42,34,1,6645.0979041586015,0.01275155204999604
E02005956,E02005948,67,0,0,1,18,1,1,31,5,8,2,0,7390.042366691738,0.017567279643620107
