Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope,perc_cycle,prob_cycle,performance,non_active,cycle_added_unweighted,cycle_added_weighted,potential_demand,cycle_fraction,dist2,distance_groups,distance_groups_comb
E02001041,E02006913,45,0,7,0,8,0,0,23,5,0,2,0,5151.440119673592,0.011858848085548965,0,0.06529202236572089,0,43,2.8075569617259983,13.363571635348183,13,0.28888888888888886,5.151440119673592,5-6 km,4-6 km
E02001041,E02006914,33,0,14,0,6,0,0,11,1,1,0,0,9078.182039907791,0.018047018603961695,0.030303030303030304,0.031864489141534315,0.9509968971550622,32,0.52744641723603225,2.5105698928395825,4,0.12121212121212122,9.07818203990779,9-10 km,8-10 km
E02001041,E02006915,35,0,0,0,3,0,0,29,1,2,0,0,4890.723707366327,0.013685015609979976,0.05714285714285714,0.06467081351684466,0.8835957680967361,33,1.1567338208322333,5.50588838924871,8,0.22857142857142856,4.890723707366328,4-5 km,4-6 km
E02001041,E02006917,81,0,35,0,11,0,1,30,3,1,0,0,9002.232585390026,0.02384114172478183,0.012345679012345678,0.029001259492690997,0.4256945811424873,80,1.7272691180554043,8.221555219477251,9,0.1111111111111111,9.002232585390026,9-10 km,8-10 km
E02001042,E02001041,47,0,0,0,3,4,0,18,2,0,20,0,1655.1681724718137,0.02784792376020369,0,0.046658081477572486,0,27,1.2597681998944572,5.996317372265735,6,0.1276595744680851,1.6551681724718137,1-2 km,0-2 km
E02001042,E02001042,135,0,8,1,7,1,0,55,4,2,57,0,0,0.022338437453655623,0.014814814814814815,0.011155197552344533,1.3280638684611306,76,0.3376788013292562,1.6073030441839442,4,0.02962962962962963,0,NA,NA
E02001042,E02001043,30,0,0,0,1,0,0,17,3,0,9,0,983.3458759781449,0.021284313037457973,0,0.043162823885083655,0,21,0.9064193015867568,4.314426896247262,4,0.13333333333333333,0.9833458759781449,0-1 km,0-2 km
E02001042,E02001044,41,0,1,0,3,0,0,21,3,2,11,0,1259.8879843655927,0.019208134823445265,0.04878048780487805,0.04952957483682198,0.9848759648268365,28,0.700721469208158,3.3353344839824244,5,0.12195121951219512,1.2598879843655928,1-2 km,0-2 km
E02001042,E02001045,16,0,0,0,1,0,0,13,0,1,1,0,4223.980033243669,0.01627043806290111,0.0625,0.06468495841262409,0.9662215379549867,14,0.46352127617086303,2.2062953176235025,3,0.1875,4.223980033243669,4-5 km,4-6 km
E02001042,E02001050,36,0,3,0,1,0,0,28,3,1,0,0,4988.5999066425475,0.02018392000369831,0.027777777777777776,0.05694268983850137,0.4878199090446908,35,1.4212078498445886,6.764747133907261,8,0.2222222222222222,4.9885999066425475,4-5 km,4-6 km
E02001042,E02001052,58,0,3,0,5,1,0,43,4,1,1,0,3891.7411046994257,0.021745349271660785,0.017241379310344827,0.05944840409260535,0.29002257627449823,56,2.7228438275298354,12.96034917086457,14,0.2413793103448276,3.8917411046994257,3-4 km,2-4 km
E02001042,E02001059,20,0,0,0,1,0,0,18,1,0,0,0,9646.564430521064,0.017181009894072785,0,0.028849974052404137,0,20,0.5769994810480827,2.746435425411436,3,0.15,9.646564430521064,9-10 km,8-10 km
E02001042,E02001062,26,0,2,0,6,1,1,16,0,0,0,0,9275.851586447296,0.01609648334517573,0,0.031772918779917836,0,26,0.8260958882778637,3.932098878549921,4,0.15384615384615385,9.275851586447295,9-10 km,8-10 km
E02001042,E02001063,15,0,5,0,0,0,0,9,0,1,0,0,8956.35026812936,0.02065186766795997,0.06666666666666667,0.031078995248295896,2.1450714906982746,14,0.09837033359999672,0.468228790289082,1,0.06666666666666667,8.95635026812936,8-9 km,8-10 km
E02001042,E02001066,24,0,1,0,5,0,0,14,1,3,0,0,10740.766079826157,0.021640237240329974,0.125,0.020902000820773155,5.980288732730818,21,0.00695281804250834,0.03309442452824915,3,0.125,10.740766079826157,10-11 km,10-11 km
E02001042,E02001259,22,0,2,0,1,0,0,17,1,1,0,0,9033.107021372824,0.019589468406778845,0.045454545454545456,0.031230403810218802,1.4554581404314861,21,0.239144466742304,1.1382936325335418,2,0.09090909090909091,9.033107021372823,9-10 km,8-10 km
E02001042,E02006902,172,0,45,0,37,0,1,72,10,4,3,0,6883.837911042566,0.014702727152594353,0.023255813953488372,0.049915673870336685,0.4659020333753036,165,5.963076702448048,28.383396585211443,32,0.18604651162790697,6.883837911042566,6-7 km,6-8 km
E02001042,E02006912,102,0,30,1,15,2,0,44,6,2,2,0,8244.697653498522,0.016151898006931457,0.0196078431372549,0.038704516613299246,0.5066034885064927,98,2.6698378001200624,12.708048022908425,15,0.14705882352941177,8.244697653498523,8-9 km,8-10 km
E02001042,E02006913,56,0,6,2,10,0,0,31,5,0,2,0,4645.229878241979,0.016099781231608722,0,0.06312422042583184,0,54,3.408707902994919,16.224964574768887,16,0.2857142857142857,4.645229878241979,4-5 km,4-6 km
E02001042,E02006914,29,0,13,0,6,0,0,8,0,1,1,0,8233.942424430596,0.013965612503329276,0.034482758620689655,0.04039620366770013,0.8536138421408463,27,0.6035884852774555,2.872995302050005,4,0.13793103448275862,8.233942424430596,8-9 km,8-10 km
E02001042,E02006915,31,0,2,0,0,1,0,27,0,0,1,0,4787.340046298393,0.01563870120778027,0,0.0629523705899685,0,30,1.888571117699055,8.989329785246936,9,0.2903225806451613,4.787340046298393,4-5 km,4-6 km
E02001042,E02006917,72,0,17,0,9,0,1,37,2,4,1,1,7347.064412918215,0.019941649031261402,0.05555555555555555,0.042118136463766734,1.319041159462236,67,1.1310270598807168,5.383527865073569,9,0.125,7.347064412918215,7-8 km,6-8 km
E02001043,E02001041,31,0,0,0,2,0,0,13,3,2,11,0,2638.5140484499584,0.017384608633305564,0.06451612903225806,0.06385761460193738,1.0103122303334628,18,0.5706251515805058,2.716094524183591,5,0.16129032258064516,2.6385140484499585,2-3 km,2-4 km
E02001043,E02001042,106,0,3,0,13,1,0,41,13,1,34,0,983.345875978145,0.018248130496438645,0.009433962264150943,0.04566730931679176,0.2065802081464453,71,2.8098098693809463,13.374295155207319,14,0.1320754716981132,0.983345875978145,0-1 km,0-2 km
E02001043,E02001043,94,0,1,1,6,0,1,36,1,1,47,0,0,0.016020055230818394,0.010638297872340425,0.012594741598199143,0.8446618606182076,46,0.3226105288542328,1.5355802113488353,3,0.031914893617021274,0,NA,NA
E02001043,E02001044,31,0,1,0,1,2,0,20,2,0,5,0,2257.276899181066,0.01479835665548144,0,0.06491325827653815,0,26,1.687744715189992,8.03342468597898,8,0.25806451612903225,2.2572768991810657,2-3 km,2-4 km
E02001043,E02001050,31,0,0,0,2,0,0,28,0,0,1,0,5889.800198471897,0.015181887258710083,0,0.056687421592684376,0,30,1.7006226477805313,8.094721812639255,8,0.25806451612903225,5.889800198471897,5-6 km,4-6 km
E02001043,E02001052,30,0,2,0,2,0,0,22,2,2,0,0,4370.52441046868,0.014958787439203293,0.06666666666666667,0.06567786972143674,1.015055253001106,28,0.9099447231351784,4.331207401166447,6,0.2,4.37052441046868,4-5 km,4-6 km
E02001043,E02001062,32,0,3,0,4,0,1,19,2,2,0,1,8748.841191843872,0.019260681547675136,0.0625,0.03321880986719,1.881464153889837,30,0.27047565272365415,1.2874256195208291,3,0.09375,8.748841191843873,8-9 km,8-10 km
E02001043,E02001066,21,0,1,0,7,0,0,12,0,1,0,0,10213.755685222735,0.018495282061795675,0.047619047619047616,0.024938487431693197,1.909460136645285,20,0.13276858543127032,0.6319595742926138,2,0.09523809523809523,10.213755685222734,10-11 km,10-11 km
E02001043,E02001259,15,0,1,0,0,0,0,12,1,1,0,0,8506.096626769393,0.015876811200411595,0.06666666666666667,0.03706779523403479,1.7985063920244946,14,0.14918337208547633,0.7100916230178456,2,0.13333333333333333,8.506096626769393,8-9 km,8-10 km
E02001043,E02006902,142,0,20,0,39,1,0,65,6,10,1,0,6819.235452396041,0.015388107844859366,0.07042253521126761,0.04976729604948712,1.4150363954119898,131,2.444820289065508,11.636996689247628,22,0.15492957746478872,6.8192354523960415,6-7 km,6-8 km
E02001043,E02006912,87,0,12,0,20,0,1,42,5,4,2,1,7717.6872588951,0.017575643588071167,0.04597701149425287,0.0413718892438388,1.1113104171596389,81,1.5511457318988195,7.383232962921263,11,0.12643678160919541,7.7176872588951,7-8 km,6-8 km
E02001043,E02006913,45,0,1,0,4,0,1,35,3,0,1,0,5249.653346014599,0.015386298383206942,0,0.06064334910807709,0,44,2.6683073607553918,12.70076334930709,13,0.28888888888888886,5.2496533460145995,5-6 km,4-6 km
E02001043,E02006914,42,0,9,0,5,0,0,18,5,4,1,0,7706.932029827172,0.020288902594249866,0.09523809523809523,0.03940243309095182,2.4170612768571704,37,0.2729711935060695,1.2993040385411287,5,0.11904761904761904,7.706932029827172,7-8 km,6-8 km
E02001043,E02006915,23,0,0,0,4,1,0,15,2,0,1,0,4724.513621206991,0.01341715323760257,0,0.06587788374433255,0,22,1.4493134423753162,6.898525755056726,7,0.30434782608695654,4.724513621206991,4-5 km,4-6 km
E02001043,E02006917,58,0,9,0,13,0,0,31,2,3,0,0,6820.054018314791,0.02311185232490679,0.05172413793103448,0.043122580648400514,1.199467591069437,55,1.032741689394984,4.915703487118521,8,0.13793103448275862,6.820054018314791,6-7 km,6-8 km
E02001044,E02001041,72,0,2,0,3,2,0,38,3,0,24,0,1743.3629747364378,0.015027317418037091,0,0.06010506784254549,0,48,2.8850432564421835,13.732395372253187,14,0.19444444444444445,1.7433629747364379,1-2 km,0-2 km
E02001044,E02001042,96,0,2,0,0,2,0,53,4,1,33,1,1259.8879843655927,0.014475742262469282,0.010416666666666666,0.05404446856076389,0.19274251267648013,62,2.931714414678602,13.954543444366967,15,0.15625,1.2598879843655928,1-2 km,0-2 km
E02001044,E02001043,20,0,0,0,0,2,0,12,2,0,4,0,2257.276899181066,0.014423012357464788,0,0.06535757759010419,0,16,1.045721241441667,4.977484307930059,5,0.25,2.2572768991810657,2-3 km,2-4 km
E02001044,E02001044,232,0,5,0,6,2,3,110,11,2,93,0,0,0.01848604298387033,0.008620689655172414,0.012012283821422533,0.7176561745734313,137,1.0007143258372435,4.76325779393049,7,0.03017241379310345,0,NA,NA
E02001044,E02001045,25,0,0,0,2,2,0,16,3,0,2,0,3285.0423459320004,0.015520631701945477,0,0.06731911021234906,0,23,1.5483395348840283,7.369875864439811,7,0.28,3.2850423459320006,3-4 km,2-4 km
E02001044,E02001048,32,0,3,0,1,1,0,18,0,0,9,0,1911.0203735185812,0.020010040715795256,0,0.05645384877692438,0,23,1.2984385218692607,6.180382602256499,6,0.1875,1.9110203735185811,1-2 km,0-2 km
E02001044,E02001050,52,0,0,0,3,0,0,37,2,2,8,0,3952.817311551673,0.016635551673110833,0.038461538461538464,0.06509744845667445,0.5908301995451712,42,1.8153302489863525,8.640713672013877,11,0.21153846153846154,3.952817311551673,3-4 km,2-4 km
E02001044,E02001052,112,0,0,0,8,0,0,71,7,0,26,0,2369.963908875995,0.025392692448172088,0,0.05406637719560738,0,86,4.649708438822235,22.13195053662747,22,0.19642857142857142,2.369963908875995,2-3 km,2-4 km
E02001044,E02001055,14,0,0,0,1,0,0,12,1,0,0,0,7401.51267173523,0.022986624338525417,0,0.03943983729597841,0,14,0.5521577221436977,2.628192187894819,3,0.21428571428571427,7.4015126717352295,7-8 km,6-8 km
E02001044,E02001059,14,0,0,0,2,1,0,10,0,0,1,0,8124.787234697635,0.022474636759476547,0,0.035140105960346606,0,13,0.45682137748450585,2.1744047532412694,2,0.14285714285714285,8.124787234697635,8-9 km,8-10 km
E02001044,E02001062,36,0,8,1,3,0,3,17,4,0,0,0,7983.873895476814,0.02059633053095327,0,0.03732900364127088,0,36,1.3438441310857518,6.396506841117239,6,0.16666666666666666,7.9838738954768145,7-8 km,6-8 km
E02001044,E02001063,16,0,0,0,5,0,0,10,1,0,0,0,7968.343930380406,0.023394024491816292,0,0.03552084813693987,0,16,0.5683335701910379,2.7051869228512366,3,0.1875,7.9683439303804064,7-8 km,6-8 km
E02001044,E02001066,25,0,2,1,5,0,0,16,0,1,0,0,9611.021239378922,0.0159818544461196,0.04,0.029729251817234244,1.3454761743049226,24,0.2807802358128021,1.3364739687303029,2,0.08,9.611021239378923,9-10 km,8-10 km
E02001044,E02001259,14,0,0,1,0,0,0,12,1,0,0,0,8605.903768263199,0.017880685762445003,0,0.03503561211326716,0,14,0.49049856958574023,2.334703395533304,2,0.14285714285714285,8.605903768263198,8-9 km,8-10 km
E02001044,E02006902,170,0,49,1,37,0,4,65,10,1,3,0,5131.169088628574,0.01957630811329881,0.0058823529411764705,0.056822254114509425,0.10352199209348906,166,8.779369369006114,41.78854893250957,43,0.2529411764705882,5.131169088628575,5-6 km,4-6 km
E02001044,E02006912,98,0,35,0,19,0,1,33,6,2,2,0,6919.384451508537,0.01840917785916559,0.02040816326530612,0.04635669777745195,0.4402419551815599,94,3.211547214258853,15.286507751446152,17,0.17346938775510204,6.919384451508536,6-7 km,6-8 km
E02001044,E02006913,46,0,0,0,9,0,0,30,3,2,2,0,3289.783797730835,0.02441338660778273,0.043478260869565216,0.05724404694473878,0.7595245827315017,42,1.420168703367255,6.759800944540927,9,0.1956521739130435,3.289783797730835,3-4 km,2-4 km
E02001044,E02006914,34,0,9,0,6,0,0,16,1,1,0,1,7545.440408767656,0.022720508187355125,0.029411764705882353,0.03869871003012328,0.7600192534321707,33,0.7540876633984431,3.5893499745637256,5,0.14705882352941177,7.545440408767655,7-8 km,6-8 km
E02001044,E02006915,59,0,0,0,5,0,0,49,3,0,2,0,3029.067385423572,0.021259880350898815,0,0.06044865530858746,0,57,3.445573352589485,16.400438869054774,16,0.2711864406779661,3.029067385423572,3-4 km,2-4 km
E02001044,E02006917,72,0,20,1,12,1,2,27,5,2,2,0,6359.058075169257,0.021444072697044753,0.027777777777777776,0.047525770648845965,0.5844782188387783,68,2.155224944273777,10.258564056127165,12,0.16666666666666666,6.359058075169257,6-7 km,6-8 km
E02001045,E02001045,236,0,3,1,20,2,1,78,17,0,113,1,0,0.025645408592818417,0,0.010467886429979681,0,123,1.2875500308875008,6.128554934565605,6,0.025423728813559324,0,NA,NA
E02001045,E02001046,71,0,3,0,11,2,0,35,4,0,15,1,1786.390641822357,0.02582636675261886,0,0.049674655939853075,0,56,2.781780732631772,13.240880452698741,13,0.18309859154929578,1.7863906418223572,1-2 km,0-2 km
E02001045,E02001047,24,0,0,0,2,2,0,14,3,0,3,0,3798.6771185343714,0.013734275075006476,0,0.0689968299211711,0,21,1.448933428344593,6.896716942344735,7,0.2916666666666667,3.7986771185343713,3-4 km,2-4 km
E02001045,E02001048,43,0,1,0,9,1,0,14,2,0,16,0,1755.513652120513,0.024225656348525755,0,0.0508778546939651,0,27,1.3737020767370578,6.538626413768852,7,0.16279069767441862,1.755513652120513,1-2 km,0-2 km
E02001045,E02001050,150,0,0,0,40,1,0,74,14,6,14,1,2773.8397075232456,0.025256982524110523,0.04,0.0556936550872825,0.7182146680319765,130,4.400934600081303,20.947822463595895,27,0.18,2.7738397075232455,2-3 km,2-4 km
E02001045,E02001051,23,0,0,0,5,0,0,13,4,0,1,0,3656.57655738445,0.024727425047465234,0,0.05669166701424182,0,22,1.24721667431332,5.936573896523994,6,0.2608695652173913,3.65657655738445,3-4 km,2-4 km
E02001045,E02001052,57,0,0,0,19,3,0,26,2,2,4,1,3237.122670231654,0.023714924957437645,0.03508771929824561,0.057968323270151764,0.6052912576878429,51,1.9433458177378902,9.250049563243419,11,0.19298245614035087,3.237122670231654,3-4 km,2-4 km
E02001045,E02001053,32,0,0,0,11,1,0,14,5,0,1,0,3858.2757397953183,0.020329413810970913,0,0.06108033957978013,0,31,1.893490526973184,9.012745473382433,9,0.28125,3.8582757397953182,3-4 km,2-4 km
E02001045,E02001055,47,0,0,0,3,0,1,29,8,5,1,0,5955.302227236993,0.021754996066371903,0.10638297872340426,0.049822985814971237,2.135218854977523,41,0.46499543000424687,2.2133120801050863,7,0.14893617021276595,5.955302227236992,5-6 km,4-6 km
E02001045,E02001057,16,0,0,3,2,0,0,9,2,0,0,0,6944.797572375437,0.021385892760592135,0,0.04369453915809493,0,16,0.6991126265295189,3.32767662176303,3,0.1875,6.944797572375437,6-7 km,6-8 km
E02001045,E02001059,44,0,0,0,4,2,0,28,3,3,4,0,7882.627475511976,0.019310630489093133,0.06818181818181818,0.03892596439737902,1.7515768520409227,37,0.4277243086276186,2.0359068458618146,5,0.11363636363636363,7.882627475511976,7-8 km,6-8 km
E02001045,E02001062,56,0,1,0,10,0,3,35,3,1,3,0,8916.396525235183,0.018436678284778293,0.017857142857142856,0.032657164340502004,0.5468062894547187,52,1.1624565272918244,5.533127657681505,7,0.125,8.916396525235182,8-9 km,8-10 km
E02001045,E02001063,18,0,0,1,4,0,0,11,2,0,0,0,9318.963417521227,0.020407622423723976,0,0.0290383999646225,0,18,0.522691199363205,2.487935732410599,2,0.1111111111111111,9.318963417521227,9-10 km,8-10 km
E02001045,E02001064,26,0,0,0,8,1,0,13,1,1,2,0,10931.952632429227,0.018123345031305794,0.038461538461538464,0.021400073319227417,1.797261994751287,23,0.14161632719951367,0.6740735661164141,2,0.07692307692307693,10.931952632429228,10-11 km,10-11 km
E02001045,E02001066,33,0,2,0,13,0,0,16,2,0,0,0,10543.543869137293,0.02120306845152946,0,0.02202958094241066,0,33,0.7269761710995518,3.460303129061902,3,0.09090909090909091,10.543543869137293,10-11 km,10-11 km
E02001045,E02001259,15,0,1,0,2,0,1,10,1,0,0,0,10210.9413771585,0.020760298457017653,0,0.023904522546885285,0,15,0.35856783820327925,1.706731887290238,2,0.13333333333333333,10.2109413771585,10-11 km,10-11 km
E02001045,E02006902,218,0,17,2,98,0,1,79,16,2,3,0,6413.439186631697,0.02192283433491948,0.009174311926605505,0.046753994930490914,0.19622519830112783,213,8.69217893985878,41.37353489656608,43,0.19724770642201836,6.413439186631697,6-7 km,6-8 km
E02001045,E02006912,108,0,4,1,35,0,1,56,5,1,3,2,7851.90708126691,0.01952406924513196,0.009259259259259259,0.03897980206563251,0.23753992500190016,104,3.4384786033755517,16.366668872346697,17,0.1574074074074074,7.851907081266909,7-8 km,6-8 km
E02001045,E02006913,57,0,0,0,17,2,0,34,2,1,1,0,4430.219069795918,0.016124228684645123,0.017543859649122806,0.06405668638403969,0.27388022452397753,55,2.9139426213551456,13.869952236991923,15,0.2631578947368421,4.430219069795918,4-5 km,4-6 km
E02001045,E02006914,25,0,2,0,10,1,0,10,0,0,2,0,8498.79581596816,0.01922967755546998,0,0.034857976170094916,0,23,0.801733451912183,3.81613714811214,4,0.16,8.49879581596816,8-9 km,8-10 km
E02001045,E02006915,25,0,0,0,4,0,0,13,4,2,2,0,4311.337483426692,0.016902465178179015,0.08,0.06362612662363021,1.257345122911956,21,0.558928407637176,2.6604196874063106,5,0.2,4.311337483426692,4-5 km,4-6 km
E02001045,E02006917,58,0,3,1,22,0,0,24,4,2,2,0,7952.569625490312,0.017359448196813145,0.034482758620689655,0.03987726737290298,0.8647222062192017,54,1.1825290762523006,5.628670134501798,8,0.13793103448275862,7.952569625490312,7-8 km,6-8 km
E02001046,E02001042,12,0,0,1,4,0,1,5,1,0,0,0,4928.593146471151,0.019161691868606664,0,0.0583294296169255,0,12,0.699953155403106,3.3316774195979044,3,0.25,4.928593146471151,4-5 km,4-6 km
E02001046,E02001045,107,0,1,0,2,5,2,37,3,1,55,1,1786.3906418223578,0.019929440742426478,0.009345794392523364,0.05537436001452588,0.16877476128070396,51,2.512306548526524,11.958221681297138,13,0.12149532710280374,1.7863906418223578,1-2 km,0-2 km
E02001046,E02001046,153,0,1,1,21,6,0,56,4,1,63,0,0,0.017063608164886168,0.006535947712418301,0.012344930182673929,0.5294438782320117,89,0.761202413095811,3.6232151707269753,5,0.032679738562091505,0,NA,NA
E02001046,E02001047,57,0,0,0,8,0,0,24,0,1,24,0,2228.39400814591,0.017999975756600554,0.017543859649122806,0.06104956759675296,0.2873707438028752,32,1.6007568053114327,7.619374612937295,9,0.15789473684210525,2.22839400814591,2-3 km,2-4 km
E02001046,E02001048,19,0,0,0,0,4,0,11,4,0,0,0,2271.517794360544,0.019912136387833228,0,0.05922047921183834,0,19,1.1251891050249285,5.355740030674193,5,0.2631578947368421,2.2715177943605442,2-3 km,2-4 km
E02001046,E02001049,13,0,0,0,4,1,0,6,1,0,1,0,3573.971238520848,0.018966340014595028,0,0.06309251766077924,0,12,0.7571102119293509,3.603736875476066,4,0.3076923076923077,3.573971238520848,3-4 km,2-4 km
E02001046,E02001050,234,0,0,0,34,12,1,99,24,1,62,1,1745.0018792119486,0.019211006950024822,0.004273504273504274,0.05568848470097554,0.07673946052673636,171,9.029436158089435,42.978831265190024,44,0.18803418803418803,1.7450018792119486,1-2 km,0-2 km
E02001046,E02001051,42,0,0,0,5,1,0,23,5,1,7,0,2506.157339650925,0.015591790723148303,0.023809523809523808,0.06539878695600784,0.36406674982427256,34,1.7276413809575217,8.223327137920029,9,0.21428571428571427,2.506157339650925,2-3 km,2-4 km
E02001046,E02001052,79,0,0,1,22,0,0,37,6,2,10,1,3004.604739311893,0.018824621937615724,0.02531645569620253,0.06315716160094689,0.4008485349003235,67,3.2050143161122633,15.255412085869803,17,0.21518987341772153,3.004604739311893,3-4 km,2-4 km
E02001046,E02001053,34,0,0,0,4,0,0,22,3,0,5,0,2952.2023201892525,0.01757299054810018,0,0.06452052455624491,0,29,1.8710952121311024,8.90614696148462,9,0.2647058823529412,2.9522023201892527,2-3 km,2-4 km
E02001046,E02001055,46,0,0,0,9,0,2,23,10,1,1,0,4804.883009503468,0.020915318243845685,0.021739130434782608,0.05708342564028631,0.380830866244305,44,1.9289509757324852,9.181532163617629,10,0.21739130434782608,4.8048830095034685,4-5 km,4-6 km
E02001046,E02001056,11,0,0,0,1,0,0,5,1,0,4,0,6868.387385224562,0.019611451598855117,0,0.045686251865668805,0,7,0.3198037630596816,1.5222204055566597,2,0.18181818181818182,6.868387385224563,6-7 km,6-8 km
E02001046,E02001057,25,0,0,0,9,0,0,15,0,0,1,0,6038.724152769372,0.017278171836549477,0,0.05354380596466993,0,24,1.2850513431520783,6.116661536496788,6,0.24,6.0387241527693725,6-7 km,6-8 km
E02001046,E02001059,64,0,0,0,15,0,0,35,9,1,4,0,6668.022612179795,0.01790719537226931,0.015625,0.04857262023957689,0.321683284182161,59,2.2930167439641114,10.914433415512594,12,0.1875,6.668022612179795,6-7 km,6-8 km
E02001046,E02001061,18,0,0,0,2,0,0,10,3,0,3,0,8681.885930180004,0.02032971919477073,0,0.032979494879023005,0,15,0.49469242318534506,2.354665541901308,2,0.1111111111111111,8.681885930180004,8-9 km,8-10 km
E02001046,E02001062,63,0,0,0,21,0,0,37,1,2,2,0,8157.319054969679,0.016440765972787985,0.031746031746031744,0.03911145548656363,0.8116811647916757,59,1.3146665473470496,6.257625694357243,8,0.12698412698412698,8.15731905496968,8-9 km,8-10 km
E02001046,E02001063,12,0,0,0,3,1,0,6,1,1,0,0,8720.676956464724,0.023778471055940345,0.08333333333333333,0.030677252341924553,2.7164536251327576,11,0.051342276458562285,0.24438193017250304,1,0.08333333333333333,8.720676956464724,8-9 km,8-10 km
