Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,city_origin,city_dest
E02001344,E02001395,18,0,0,1,2,0,0,13,1,0,0,1,Liverpool,Liverpool
E02001344,E02001396,13,0,0,1,0,0,0,11,0,0,1,0,Liverpool,Liverpool
E02001344,E02001397,82,0,0,1,15,0,2,42,5,0,16,1,Liverpool,Liverpool
E02001344,E02001398,11,0,0,1,1,0,0,9,0,0,0,0,Liverpool,Liverpool
E02001344,E02001400,13,0,0,0,2,0,0,11,0,0,0,0,Liverpool,Liverpool
E02001344,E02001401,97,0,0,0,7,8,0,50,9,3,20,0,Liverpool,Liverpool
E02001344,E02001402,11,0,0,2,2,0,0,7,0,0,0,0,Liverpool,Liverpool
E02001344,E02001403,23,0,0,0,0,1,1,19,1,0,1,0,Liverpool,Liverpool
E02001344,E02001405,19,0,0,0,2,0,0,15,1,0,1,0,Liverpool,Liverpool
E02001344,E02006932,111,0,1,25,26,1,0,51,4,2,1,0,Liverpool,Liverpool
E02001344,E02006933,54,0,2,4,20,0,0,25,2,0,1,0,Liverpool,Liverpool
E02001344,E02006934,106,0,5,33,18,0,0,49,1,0,0,0,Liverpool,Liverpool
E02001345,E02001341,44,0,0,0,5,0,0,36,2,0,1,0,Liverpool,Liverpool
E02001345,E02001342,13,0,0,0,2,0,0,11,0,0,0,0,Liverpool,Liverpool
E02001345,E02001343,50,0,0,0,3,0,0,36,1,2,8,0,Liverpool,Liverpool
E02001345,E02001344,41,0,0,0,4,0,1,21,9,1,5,0,Liverpool,Liverpool
E02001345,E02001345,79,0,0,1,3,0,2,37,8,1,27,0,Liverpool,Liverpool
E02001345,E02001346,132,0,0,3,6,1,0,81,12,3,26,0,Liverpool,Liverpool
E02001345,E02001347,16,0,0,1,1,0,0,14,0,0,0,0,Liverpool,Liverpool
E02001345,E02001351,19,0,0,0,1,0,0,17,1,0,0,0,Liverpool,Liverpool
E02001345,E02001360,18,0,0,4,1,0,0,12,0,1,0,0,Liverpool,Liverpool
E02001345,E02001368,17,0,0,3,2,0,0,10,2,0,0,0,Liverpool,Liverpool
E02001345,E02001369,11,0,0,1,2,0,0,7,0,0,1,0,Liverpool,Liverpool
E02001345,E02001372,48,0,0,0,1,1,0,40,4,2,0,0,Liverpool,Liverpool
E02001345,E02001373,20,0,0,0,1,0,0,19,0,0,0,0,Liverpool,Liverpool
E02001345,E02001374,24,0,0,1,1,0,0,20,1,1,0,0,Liverpool,Liverpool
E02001345,E02001377,53,0,0,3,5,0,0,39,4,1,1,0,Liverpool,Liverpool
E02001345,E02001381,15,0,0,1,5,0,0,6,2,0,1,0,Liverpool,Liverpool
E02001345,E02001383,13,0,0,1,2,0,0,8,2,0,0,0,Liverpool,Liverpool
E02001345,E02001384,11,0,0,0,1,0,0,9,1,0,0,0,Liverpool,Liverpool
E02001345,E02001386,30,0,0,0,4,0,0,22,2,2,0,0,Liverpool,Liverpool
E02001345,E02001387,19,0,0,0,5,0,0,12,2,0,0,0,Liverpool,Liverpool
E02001345,E02001388,13,0,0,0,6,0,0,7,0,0,0,0,Liverpool,Liverpool
E02001345,E02001390,17,0,0,1,1,0,0,14,1,0,0,0,Liverpool,Liverpool
E02001345,E02001392,13,0,0,0,0,0,0,13,0,0,0,0,Liverpool,Liverpool
E02001345,E02001393,27,0,0,0,7,0,0,18,1,0,1,0,Liverpool,Liverpool
E02001345,E02001394,22,0,0,1,1,0,0,18,1,1,0,0,Liverpool,Liverpool
E02001345,E02001395,16,0,0,0,0,0,0,13,3,0,0,0,Liverpool,Liverpool
E02001345,E02001396,17,0,0,3,2,0,0,12,0,0,0,0,Liverpool,Liverpool
E02001345,E02001397,48,0,0,0,15,0,0,28,4,1,0,0,Liverpool,Liverpool
E02001345,E02001400,12,0,0,0,0,0,0,9,2,0,1,0,Liverpool,Liverpool
E02001345,E02001401,118,0,1,4,11,6,0,70,12,4,9,1,Liverpool,Liverpool
E02001345,E02001402,15,0,0,0,0,0,0,12,2,0,1,0,Liverpool,Liverpool
E02001345,E02001403,17,0,0,0,3,2,0,10,2,0,0,0,Liverpool,Liverpool
E02001345,E02001405,36,0,0,0,5,0,0,30,1,0,0,0,Liverpool,Liverpool
E02001345,E02006932,98,0,2,25,14,1,0,47,7,1,1,0,Liverpool,Liverpool
E02001345,E02006933,63,0,0,12,18,0,3,27,2,1,0,0,Liverpool,Liverpool
E02001345,E02006934,122,0,5,47,24,0,1,42,2,1,0,0,Liverpool,Liverpool
E02001346,E02001341,38,0,0,1,3,0,0,22,4,2,6,0,Liverpool,Liverpool
E02001346,E02001342,22,0,0,0,6,0,0,9,1,0,6,0,Liverpool,Liverpool
E02001346,E02001343,55,0,0,0,5,1,1,18,6,3,21,0,Liverpool,Liverpool
E02001346,E02001344,62,0,0,1,10,7,1,14,6,2,21,0,Liverpool,Liverpool
E02001346,E02001345,53,0,0,1,2,4,0,19,1,2,24,0,Liverpool,Liverpool
E02001346,E02001346,174,0,0,2,10,12,0,82,14,7,46,1,Liverpool,Liverpool
E02001346,E02001347,11,0,0,0,1,0,0,9,1,0,0,0,Liverpool,Liverpool
E02001346,E02001350,11,0,0,1,2,0,0,6,1,0,1,0,Liverpool,Liverpool
E02001346,E02001351,14,0,0,0,3,1,0,10,0,0,0,0,Liverpool,Liverpool
E02001346,E02001360,12,0,0,1,0,0,0,11,0,0,0,0,Liverpool,Liverpool
E02001346,E02001367,11,0,0,1,2,0,0,7,1,0,0,0,Liverpool,Liverpool
E02001346,E02001368,13,0,0,2,2,0,0,8,0,0,1,0,Liverpool,Liverpool
E02001346,E02001372,40,0,0,0,8,0,0,31,1,0,0,0,Liverpool,Liverpool
E02001346,E02001373,11,0,0,0,2,0,0,9,0,0,0,0,Liverpool,Liverpool
E02001346,E02001374,20,0,0,0,5,0,0,11,4,0,0,0,Liverpool,Liverpool
E02001346,E02001377,65,0,1,2,15,0,0,42,1,0,4,0,Liverpool,Liverpool
E02001346,E02001381,15,0,0,0,3,1,0,6,2,2,1,0,Liverpool,Liverpool
E02001346,E02001386,32,0,0,0,14,0,0,15,1,0,2,0,Liverpool,Liverpool
E02001346,E02001387,18,0,0,0,8,1,0,8,1,0,0,0,Liverpool,Liverpool
E02001346,E02001393,40,0,1,0,8,1,0,18,11,0,1,0,Liverpool,Liverpool
E02001346,E02001394,20,0,0,0,6,1,0,12,0,1,0,0,Liverpool,Liverpool
E02001346,E02001396,20,0,1,1,0,0,0,16,0,0,2,0,Liverpool,Liverpool
E02001346,E02001397,47,0,0,1,19,0,0,21,3,3,0,0,Liverpool,Liverpool
E02001346,E02001400,15,0,0,0,2,1,0,7,2,0,3,0,Liverpool,Liverpool
E02001346,E02001401,135,0,0,2,19,10,0,64,7,8,25,0,Liverpool,Liverpool
E02001346,E02001402,15,0,1,2,0,0,0,10,1,0,1,0,Liverpool,Liverpool
E02001346,E02001403,23,0,0,1,4,1,1,13,3,0,0,0,Liverpool,Liverpool
E02001346,E02001405,34,0,0,1,6,0,0,22,3,0,2,0,Liverpool,Liverpool
E02001346,E02006932,87,0,0,30,16,3,0,30,5,1,2,0,Liverpool,Liverpool
E02001346,E02006933,50,0,0,12,7,0,0,29,0,2,0,0,Liverpool,Liverpool
E02001346,E02006934,100,0,6,45,13,2,0,24,8,0,1,1,Liverpool,Liverpool
E02001347,E02001341,17,0,0,0,1,0,0,13,0,3,0,0,Liverpool,Liverpool
E02001347,E02001342,17,0,0,1,0,0,0,15,1,0,0,0,Liverpool,Liverpool
E02001347,E02001343,12,0,0,1,0,0,0,8,1,2,0,0,Liverpool,Liverpool
E02001347,E02001346,16,0,0,0,0,0,1,6,7,2,0,0,Liverpool,Liverpool
E02001347,E02001347,350,0,0,5,18,2,0,106,25,4,189,1,Liverpool,Liverpool
E02001347,E02001348,60,0,0,1,3,1,0,31,2,1,21,0,Liverpool,Liverpool
E02001347,E02001349,41,0,0,2,9,1,0,21,3,0,5,0,Liverpool,Liverpool
E02001347,E02001350,50,0,0,0,10,3,0,21,3,1,12,0,Liverpool,Liverpool
E02001347,E02001351,151,0,0,0,7,7,1,55,11,2,68,0,Liverpool,Liverpool
E02001347,E02001352,64,0,0,4,11,5,0,20,1,0,20,3,Liverpool,Liverpool
E02001347,E02001354,55,0,0,0,16,1,0,31,3,2,2,0,Liverpool,Liverpool
E02001347,E02001355,15,0,0,0,3,0,0,10,1,0,1,0,Liverpool,Liverpool
E02001347,E02001356,11,0,0,0,1,2,0,5,2,0,1,0,Liverpool,Liverpool
E02001347,E02001357,12,0,0,0,4,0,0,6,0,0,2,0,Liverpool,Liverpool
E02001347,E02001358,26,0,0,0,5,1,0,10,7,1,2,0,Liverpool,Liverpool
E02001347,E02001360,36,0,0,12,3,0,0,16,3,0,2,0,Liverpool,Liverpool
E02001347,E02001366,11,0,0,0,4,0,0,6,1,0,0,0,Liverpool,Liverpool
E02001347,E02001367,16,0,0,0,4,0,0,12,0,0,0,0,Liverpool,Liverpool
E02001347,E02001368,42,0,0,1,5,0,0,32,3,0,1,0,Liverpool,Liverpool
E02001347,E02001369,17,0,1,2,1,0,0,13,0,0,0,0,Liverpool,Liverpool
E02001347,E02001370,15,0,0,0,3,0,0,10,1,0,1,0,Liverpool,Liverpool
E02001347,E02001372,34,0,1,0,5,0,0,25,2,0,1,0,Liverpool,Liverpool
E02001347,E02001373,24,0,0,0,4,1,0,16,1,0,1,1,Liverpool,Liverpool
E02001347,E02001374,31,0,0,2,4,0,0,24,0,0,1,0,Liverpool,Liverpool
E02001347,E02001377,68,0,0,10,13,0,0,34,6,0,5,0,Liverpool,Liverpool
E02001347,E02001381,17,0,0,2,2,0,0,13,0,0,0,0,Liverpool,Liverpool
E02001347,E02001383,13,0,0,4,1,0,0,7,0,1,0,0,Liverpool,Liverpool
E02001347,E02001394,11,0,0,1,2,0,0,6,1,0,1,0,Liverpool,Liverpool
E02001347,E02001396,12,0,0,6,0,0,0,6,0,0,0,0,Liverpool,Liverpool
E02001347,E02001401,13,0,0,2,1,1,1,6,1,0,1,0,Liverpool,Liverpool
E02001347,E02006932,147,0,3,51,26,0,0,50,7,0,10,0,Liverpool,Liverpool
E02001347,E02006933,76,0,1,30,19,0,1,20,2,0,2,1,Liverpool,Liverpool
E02001347,E02006934,152,0,2,69,21,1,0,52,5,2,0,0,Liverpool,Liverpool
E02001348,E02001342,13,0,0,1,5,1,0,6,0,0,0,0,Liverpool,Liverpool
E02001348,E02001346,13,0,0,0,0,0,0,8,3,1,1,0,Liverpool,Liverpool
E02001348,E02001347,161,0,0,4,25,14,1,54,14,2,47,0,Liverpool,Liverpool
E02001348,E02001348,181,0,0,7,12,2,0,50,4,2,104,0,Liverpool,Liverpool
E02001348,E02001349,68,0,0,3,4,0,0,14,4,0,43,0,Liverpool,Liverpool
E02001348,E02001350,12,0,0,0,2,0,0,5,1,1,3,0,Liverpool,Liverpool
E02001348,E02001351,144,0,0,3,20,2,0,73,12,3,31,0,Liverpool,Liverpool
E02001348,E02001352,54,0,0,0,7,1,0,22,3,2,19,0,Liverpool,Liverpool
E02001348,E02001354,67,0,0,0,7,3,0,31,6,0,20,0,Liverpool,Liverpool
E02001348,E02001355,18,0,0,0,7,0,0,8,0,1,2,0,Liverpool,Liverpool
E02001348,E02001357,12,0,0,0,4,0,0,8,0,0,0,0,Liverpool,Liverpool
E02001348,E02001358,28,0,0,0,12,0,0,10,3,0,3,0,Liverpool,Liverpool
E02001348,E02001360,36,0,0,4,2,0,0,28,0,1,1,0,Liverpool,Liverpool
E02001348,E02001364,11,0,0,2,3,0,0,3,2,1,0,0,Liverpool,Liverpool
E02001348,E02001366,18,0,0,0,4,0,0,12,2,0,0,0,Liverpool,Liverpool
E02001348,E02001367,20,0,0,0,10,0,0,8,2,0,0,0,Liverpool,Liverpool
E02001348,E02001368,31,0,1,8,3,0,0,16,3,0,0,0,Liverpool,Liverpool
E02001348,E02001369,15,0,0,1,4,0,0,9,0,1,0,0,Liverpool,Liverpool
E02001348,E02001370,13,0,0,0,1,0,1,10,1,0,0,0,Liverpool,Liverpool
E02001348,E02001372,43,0,0,2,11,0,0,23,3,0,4,0,Liverpool,Liverpool
E02001348,E02001373,21,0,0,0,8,0,0,8,5,0,0,0,Liverpool,Liverpool
E02001348,E02001374,21,0,0,0,2,1,0,14,1,3,0,0,Liverpool,Liverpool
E02001348,E02001376,15,0,0,2,2,0,0,11,0,0,0,0,Liverpool,Liverpool
E02001348,E02001377,60,0,0,5,15,0,0,28,6,0,6,0,Liverpool,Liverpool
E02001348,E02001381,19,0,0,3,1,0,0,12,2,0,1,0,Liverpool,Liverpool
E02001348,E02001383,19,0,0,4,7,0,0,7,1,0,0,0,Liverpool,Liverpool
E02001348,E02001393,12,0,0,0,3,1,0,7,0,0,1,0,Liverpool,Liverpool
E02001348,E02001394,12,0,0,1,0,0,0,10,0,1,0,0,Liverpool,Liverpool
E02001348,E02001396,12,0,0,1,2,0,0,7,0,0,2,0,Liverpool,Liverpool
E02001348,E02001401,16,0,0,1,4,0,0,9,1,0,1,0,Liverpool,Liverpool
E02001348,E02006932,160,0,2,67,34,2,0,41,5,3,5,1,Liverpool,Liverpool
E02001348,E02006933,82,0,1,29,23,1,1,19,4,0,4,0,Liverpool,Liverpool
E02001348,E02006934,178,0,11,90,20,2,0,34,12,3,6,0,Liverpool,Liverpool
E02001349,E02001341,12,0,0,1,1,0,0,9,0,0,1,0,Liverpool,Liverpool
E02001349,E02001342,16,0,0,0,3,0,0,13,0,0,0,0,Liverpool,Liverpool
E02001349,E02001343,15,0,0,1,0,0,0,13,1,0,0,0,Liverpool,Liverpool
E02001349,E02001347,126,0,0,3,22,3,0,72,12,3,11,0,Liverpool,Liverpool
E02001349,E02001348,91,0,2,6,6,1,0,23,5,0,48,0,Liverpool,Liverpool
E02001349,E02001349,176,0,0,12,14,2,1,53,7,2,85,0,Liverpool,Liverpool
E02001349,E02001350,22,0,0,0,11,3,0,4,2,1,1,0,Liverpool,Liverpool
E02001349,E02001351,112,0,0,2,22,3,0,57,7,3,18,0,Liverpool,Liverpool
E02001349,E02001352,70,0,0,0,6,0,0,23,7,5,29,0,Liverpool,Liverpool
E02001349,E02001354,64,0,0,0,8,0,0,26,8,3,19,0,Liverpool,Liverpool
E02001349,E02001355,21,0,0,0,6,2,0,9,2,0,2,0,Liverpool,Liverpool
E02001349,E02001358,23,0,0,0,11,1,0,11,0,0,0,0,Liverpool,Liverpool
E02001349,E02001360,49,0,1,8,7,0,0,25,3,0,5,0,Liverpool,Liverpool
E02001349,E02001364,11,0,0,0,2,0,1,3,5,0,0,0,Liverpool,Liverpool
E02001349,E02001366,19,0,0,0,0,1,0,15,1,0,2,0,Liverpool,Liverpool
E02001349,E02001367,11,0,0,1,3,0,0,5,1,0,1,0,Liverpool,Liverpool
E02001349,E02001368,42,0,2,6,8,0,0,19,2,1,4,0,Liverpool,Liverpool
E02001349,E02001369,29,0,0,4,3,1,0,18,3,0,0,0,Liverpool,Liverpool
E02001349,E02001370,14,0,0,0,3,0,0,10,1,0,0,0,Liverpool,Liverpool
E02001349,E02001372,44,0,0,0,9,0,0,30,4,0,1,0,Liverpool,Liverpool
E02001349,E02001373,24,0,0,1,3,0,0,16,2,1,1,0,Liverpool,Liverpool
E02001349,E02001374,27,0,1,3,7,0,0,12,1,1,2,0,Liverpool,Liverpool
E02001349,E02001377,81,0,0,12,16,0,0,46,3,0,4,0,Liverpool,Liverpool
E02001349,E02001378,14,0,0,0,4,0,0,9,0,1,0,0,Liverpool,Liverpool
E02001349,E02001381,21,0,0,2,1,0,1,16,1,0,0,0,Liverpool,Liverpool
E02001349,E02001383,17,0,0,4,0,0,0,12,0,0,1,0,Liverpool,Liverpool
E02001349,E02001386,12,0,0,0,1,0,0,7,1,0,3,0,Liverpool,Liverpool
E02001349,E02001390,14,0,0,0,3,0,0,11,0,0,0,0,Liverpool,Liverpool
E02001349,E02001393,18,0,0,3,3,0,0,11,1,0,0,0,Liverpool,Liverpool
E02001349,E02001401,12,0,1,2,2,0,0,4,3,0,0,0,Liverpool,Liverpool
E02001349,E02006932,210,0,6,100,26,4,0,60,9,1,4,0,Liverpool,Liverpool
E02001349,E02006933,118,0,6,57,10,0,0,34,6,2,3,0,Liverpool,Liverpool
E02001349,E02006934,286,0,15,159,14,1,0,75,12,5,5,0,Liverpool,Liverpool
E02001350,E02001337,12,0,0,0,0,0,1,11,0,0,0,0,Liverpool,Liverpool
E02001350,E02001341,20,0,0,0,2,0,0,11,7,0,0,0,Liverpool,Liverpool
E02001350,E02001342,11,0,0,0,4,0,0,7,0,0,0,0,Liverpool,Liverpool
E02001350,E02001343,12,0,0,0,0,0,0,10,2,0,0,0,Liverpool,Liverpool
E02001350,E02001346,20,0,0,0,1,0,0,13,6,0,0,0,Liverpool,Liverpool
E02001350,E02001347,122,0,0,2,24,2,0,70,11,3,10,0,Liverpool,Liverpool
E02001350,E02001348,22,0,0,0,4,1,0,13,2,1,1,0,Liverpool,Liverpool
E02001350,E02001349,14,0,0,1,4,0,0,7,1,0,1,0,Liverpool,Liverpool
E02001350,E02001350,262,0,0,3,33,4,0,79,20,7,116,0,Liverpool,Liverpool
E02001350,E02001351,51,0,0,0,13,0,2,26,7,1,2,0,Liverpool,Liverpool
E02001350,E02001352,22,0,0,0,8,0,0,9,0,1,4,0,Liverpool,Liverpool
E02001350,E02001353,22,0,0,0,3,0,0,6,1,0,12,0,Liverpool,Liverpool
E02001350,E02001354,54,0,0,0,17,2,0,28,5,0,2,0,Liverpool,Liverpool
E02001350,E02001355,14,0,0,0,6,0,0,8,0,0,0,0,Liverpool,Liverpool
E02001350,E02001356,36,0,0,0,11,2,0,16,2,1,4,0,Liverpool,Liverpool
E02001350,E02001357,34,0,0,0,13,0,0,12,4,0,5,0,Liverpool,Liverpool
E02001350,E02001358,11,0,0,0,3,1,0,4,1,1,1,0,Liverpool,Liverpool
E02001350,E02001359,15,0,0,0,5,1,0,6,1,0,2,0,Liverpool,Liverpool
E02001350,E02001360,27,0,0,0,7,0,0,19,0,0,1,0,Liverpool,Liverpool
E02001350,E02001362,15,0,0,0,2,0,0,6,3,0,3,1,Liverpool,Liverpool
E02001350,E02001364,12,0,0,0,6,0,0,4,2,0,0,0,Liverpool,Liverpool
E02001350,E02001365,17,0,0,0,2,0,0,11,4,0,0,0,Liverpool,Liverpool
E02001350,E02001366,21,0,0,0,4,2,0,11,4,0,0,0,Liverpool,Liverpool
E02001350,E02001367,25,0,0,0,3,1,0,15,4,0,1,1,Liverpool,Liverpool
E02001350,E02001368,27,0,0,1,4,0,0,20,1,0,1,0,Liverpool,Liverpool
E02001350,E02001369,22,0,0,0,4,1,0,16,1,0,0,0,Liverpool,Liverpool
E02001350,E02001370,26,0,0,0,6,0,1,13,2,0,4,0,Liverpool,Liverpool
E02001350,E02001372,55,0,0,0,9,1,0,42,2,1,0,0,Liverpool,Liverpool
E02001350,E02001373,42,0,0,1,5,0,4,28,1,3,0,0,Liverpool,Liverpool
E02001350,E02001374,24,0,0,0,5,1,0,15,1,1,1,0,Liverpool,Liverpool
E02001350,E02001377,85,0,0,1,29,0,0,50,5,0,0,0,Liverpool,Liverpool
E02001350,E02001393,14,0,0,0,3,0,0,10,1,0,0,0,Liverpool,Liverpool
E02001350,E02001396,19,0,0,0,4,1,0,12,2,0,0,0,Liverpool,Liverpool
E02001350,E02001401,11,0,0,0,1,0,0,8,2,0,0,0,Liverpool,Liverpool
E02001350,E02006932,158,0,0,5,91,1,0,49,5,1,6,0,Liverpool,Liverpool
E02001350,E02006933,84,0,0,3,40,2,0,33,3,0,2,1,Liverpool,Liverpool
E02001350,E02006934,140,0,0,8,52,2,2,65,8,0,3,0,Liverpool,Liverpool
E02001351,E02001341,12,0,0,0,5,0,0,5,2,0,0,0,Liverpool,Liverpool
E02001351,E02001346,16,0,0,0,1,0,1,13,1,0,0,0,Liverpool,Liverpool
E02001351,E02001347,204,0,0,1,32,5,0,95,19,2,50,0,Liverpool,Liverpool
E02001351,E02001348,46,0,0,0,7,0,0,21,2,0,16,0,Liverpool,Liverpool
E02001351,E02001349,20,0,0,2,3,3,0,8,2,2,0,0,Liverpool,Liverpool
E02001351,E02001350,128,0,0,0,20,6,0,39,9,5,49,0,Liverpool,Liverpool
E02001351,E02001351,153,0,0,2,22,2,1,56,11,5,52,2,Liverpool,Liverpool
E02001351,E02001352,48,0,0,0,10,2,0,14,5,0,17,0,Liverpool,Liverpool
E02001351,E02001354,111,0,0,0,21,1,0,45,8,3,33,0,Liverpool,Liverpool
E02001351,E02001355,17,0,0,0,7,0,0,8,0,0,2,0,Liverpool,Liverpool
E02001351,E02001356,44,0,0,0,1,2,0,22,2,0,17,0,Liverpool,Liverpool
E02001351,E02001357,57,0,0,0,11,1,0,18,2,1,24,0,Liverpool,Liverpool
E02001351,E02001358,25,0,0,0,13,0,0,10,1,1,0,0,Liverpool,Liverpool
E02001351,E02001360,42,0,0,1,3,0,1,29,5,0,3,0,Liverpool,Liverpool
E02001351,E02001365,19,0,0,0,5,0,0,8,4,0,2,0,Liverpool,Liverpool
E02001351,E02001366,26,0,0,0,10,2,0,11,1,0,2,0,Liverpool,Liverpool
E02001351,E02001367,23,0,0,0,13,1,0,4,3,0,2,0,Liverpool,Liverpool
E02001351,E02001368,35,0,0,1,10,1,0,14,5,1,3,0,Liverpool,Liverpool
E02001351,E02001369,20,0,0,1,6,0,0,12,1,0,0,0,Liverpool,Liverpool
E02001351,E02001370,21,0,0,0,4,0,0,13,4,0,0,0,Liverpool,Liverpool
E02001351,E02001372,45,0,0,0,18,1,0,25,1,0,0,0,Liverpool,Liverpool
E02001351,E02001373,31,0,0,0,8,0,0,15,2,2,3,1,Liverpool,Liverpool
E02001351,E02001374,23,0,0,0,2,1,0,15,5,0,0,0,Liverpool,Liverpool
E02001351,E02001376,18,0,0,0,6,1,0,9,1,0,0,1,Liverpool,Liverpool
E02001351,E02001377,71,0,1,1,23,0,0,35,6,1,4,0,Liverpool,Liverpool
E02001351,E02001378,12,0,0,0,4,0,0,8,0,0,0,0,Liverpool,Liverpool
E02001351,E02001389,11,0,0,0,4,0,0,5,1,0,1,0,Liverpool,Liverpool
E02001351,E02001393,12,0,0,0,4,0,0,4,2,0,2,0,Liverpool,Liverpool
E02001351,E02001401,17,0,0,1,6,0,0,7,1,1,1,0,Liverpool,Liverpool
E02001351,E02006932,182,0,2,20,83,0,0,60,8,2,7,0,Liverpool,Liverpool
E02001351,E02006933,93,0,0,11,52,1,1,22,4,1,1,0,Liverpool,Liverpool
E02001351,E02006934,128,0,4,21,47,1,1,38,14,1,1,0,Liverpool,Liverpool
E02001352,E02001346,12,0,0,0,1,0,0,8,3,0,0,0,Liverpool,Liverpool
E02001352,E02001347,91,0,1,5,24,1,1,50,3,0,5,1,Liverpool,Liverpool
E02001352,E02001348,45,0,0,3,15,0,1,14,3,0,9,0,Liverpool,Liverpool
E02001352,E02001349,32,0,0,2,6,0,0,5,0,1,18,0,Liverpool,Liverpool
E02001352,E02001350,38,0,0,0,16,0,0,10,5,5,2,0,Liverpool,Liverpool
E02001352,E02001351,75,0,0,2,18,0,1,33,3,2,16,0,Liverpool,Liverpool
E02001352,E02001352,151,0,1,7,21,4,1,33,5,1,77,1,Liverpool,Liverpool
E02001352,E02001354,47,0,1,0,5,0,0,20,4,3,14,0,Liverpool,Liverpool
E02001352,E02001355,28,0,0,0,9,1,0,7,0,1,10,0,Liverpool,Liverpool
E02001352,E02001357,11,0,0,1,1,0,0,5,3,1,0,0,Liverpool,Liverpool
E02001352,E02001358,35,0,0,1,7,3,0,8,0,0,16,0,Liverpool,Liverpool
E02001352,E02001360,41,0,0,3,6,0,0,18,3,2,9,0,Liverpool,Liverpool
E02001352,E02001368,36,0,0,4,11,0,0,19,1,0,1,0,Liverpool,Liverpool
E02001352,E02001369,22,0,0,1,9,0,0,8,4,0,0,0,Liverpool,Liverpool
E02001352,E02001372,36,0,1,0,5,1,0,26,1,0,1,1,Liverpool,Liverpool
E02001352,E02001373,24,0,0,0,9,0,0,10,4,0,1,0,Liverpool,Liverpool
E02001352,E02001374,17,0,0,0,5,1,0,8,1,1,1,0,Liverpool,Liverpool
E02001352,E02001377,70,0,0,1,35,0,0,27,3,3,1,0,Liverpool,Liverpool
E02001352,E02001389,15,0,0,0,4,0,0,5,2,0,4,0,Liverpool,Liverpool
E02001352,E02001396,12,0,0,1,2,0,0,7,1,0,1,0,Liverpool,Liverpool
E02001352,E02001401,16,0,0,0,7,0,0,8,1,0,0,0,Liverpool,Liverpool
E02001352,E02006932,154,0,2,32,58,1,0,47,7,0,7,0,Liverpool,Liverpool
E02001352,E02006933,93,0,3,28,31,4,0,15,5,4,3,0,Liverpool,Liverpool
E02001352,E02006934,143,0,2,42,41,0,1,38,15,2,2,0,Liverpool,Liverpool
E02001353,E02001334,13,0,0,0,0,0,0,12,1,0,0,0,Liverpool,Liverpool
E02001353,E02001341,27,0,0,0,7,0,0,18,2,0,0,0,Liverpool,Liverpool
E02001353,E02001342,29,0,0,0,3,0,0,24,2,0,0,0,Liverpool,Liverpool
E02001353,E02001343,21,0,0,0,3,0,0,16,2,0,0,0,Liverpool,Liverpool
E02001353,E02001346,21,0,0,0,0,0,0,19,2,0,0,0,Liverpool,Liverpool
E02001353,E02001347,111,0,0,0,14,2,0,83,9,2,1,0,Liverpool,Liverpool
E02001353,E02001348,22,0,0,0,3,0,0,17,2,0,0,0,Liverpool,Liverpool
E02001353,E02001350,104,0,0,0,16,4,0,54,9,1,20,0,Liverpool,Liverpool
E02001353,E02001351,49,0,0,0,6,0,0,34,5,3,1,0,Liverpool,Liverpool
E02001353,E02001352,22,0,0,0,3,0,0,17,1,0,1,0,Liverpool,Liverpool
E02001353,E02001353,82,0,0,0,5,0,0,46,5,2,24,0,Liverpool,Liverpool
E02001353,E02001354,47,0,0,0,14,1,0,27,3,0,2,0,Liverpool,Liverpool
E02001353,E02001355,16,0,0,0,3,1,0,11,1,0,0,0,Liverpool,Liverpool
E02001353,E02001356,25,0,0,0,4,0,0,20,1,0,0,0,Liverpool,Liverpool
E02001353,E02001357,13,0,0,0,0,0,0,9,4,0,0,0,Liverpool,Liverpool
E02001353,E02001358,17,0,0,0,3,0,0,12,2,0,0,0,Liverpool,Liverpool
E02001353,E02001359,14,0,0,0,2,0,0,9,1,0,2,0,Liverpool,Liverpool
E02001353,E02001360,38,0,0,0,6,0,1,30,1,0,0,0,Liverpool,Liverpool
E02001353,E02001362,20,0,0,0,7,1,0,12,0,0,0,0,Liverpool,Liverpool
E02001353,E02001363,12,0,0,0,0,0,0,9,0,0,2,1,Liverpool,Liverpool
E02001353,E02001364,17,0,0,0,3,1,0,6,6,0,1,0,Liverpool,Liverpool
E02001353,E02001365,25,0,0,0,0,1,0,21,1,0,1,1,Liverpool,Liverpool
E02001353,E02001366,30,0,0,0,7,0,0,21,2,0,0,0,Liverpool,Liverpool
E02001353,E02001367,49,0,0,0,7,0,0,31,8,1,2,0,Liverpool,Liverpool
E02001353,E02001368,32,0,0,0,2,0,0,25,4,1,0,0,Liverpool,Liverpool
E02001353,E02001369,33,0,0,0,6,0,0,27,0,0,0,0,Liverpool,Liverpool
E02001353,E02001370,30,0,0,0,4,0,1,24,1,0,0,0,Liverpool,Liverpool
E02001353,E02001372,123,0,0,0,19,1,1,84,13,4,1,0,Liverpool,Liverpool
E02001353,E02001373,50,0,0,0,12,0,1,34,2,0,1,0,Liverpool,Liverpool
E02001353,E02001374,33,0,0,0,5,0,0,24,4,0,0,0,Liverpool,Liverpool
