Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope,perc_cycle,prob_cycle,non_active,cycle_added_unweighted,cycling_increase,potential_demand,cycle_fraction
E02001350,E02001354,54,0,0,0,17,2,0,28,5,0,2,0,3817.1481869621557,0.00920309868095453,0,0.025395666535728757,52,1.3205746598578953,7.32961203168295,7,0.12962962962962962
E02001350,E02001355,14,0,0,0,6,0,0,8,0,0,0,0,6413.537286042017,0.0220662686106167,0,0.02275864550446628,14,0.3186210370625279,1.7684487350772795,2,0.14285714285714285
E02001350,E02001356,36,0,0,0,11,2,0,16,2,1,4,0,1691.661554223615,0.011663189596143998,0.027777777777777776,0.026708613224686394,31,0.8279670099652782,4.595481908407283,6,0.16666666666666666
E02001350,E02001357,34,0,0,0,13,0,0,12,4,0,5,0,3362.987872280785,0.019211135493066443,0,0.026753670912968288,29,0.7758564564760804,4.306251657788069,4,0.11764705882352941
E02001350,E02001358,11,0,0,0,3,1,0,4,1,1,1,0,6264.066185659106,0.02465850477178029,0.09090909090909091,0.023203638658035895,9,0.20883274792232306,1.1590885909817348,2,0.18181818181818182
E02001350,E02001359,15,0,0,0,5,1,0,6,1,0,2,0,1896.3941784822794,0.009271943762961988,0,0.026552110607139977,13,0.3451774378928197,1.9158452594546649,2,0.13333333333333333
E02001350,E02001360,27,0,0,0,7,0,0,19,0,0,1,0,6576.498794260712,0.009164935635716293,0,0.021526422459937137,26,0.5596869839583656,3.1064418970745797,3,0.1111111111111111
E02001350,E02001362,15,0,0,0,2,0,0,6,3,0,3,1,2495.899555676159,0.009784379490512548,0,0.02651189464917737,12,0.3181427357901284,1.7657940099280587,2,0.13333333333333333
E02001350,E02001364,12,0,0,0,6,0,0,4,2,0,0,0,5578.7829187969555,0.009796163463059638,0,0.023098086281390644,12,0.2771770353766877,1.5384212609545285,2,0.16666666666666666
E02001350,E02001365,17,0,0,0,2,0,0,11,4,0,0,0,5154.973012240982,0.010528139422128754,0,0.02377622288507402,17,0.40419578904625836,2.2434159980533313,2,0.11764705882352941
E02001350,E02001366,21,0,0,0,4,2,0,11,4,0,0,0,4042.0638960999354,0.011125334023717034,0,0.02530260327057429,21,0.53135466868206,2.9491884791141065,3,0.14285714285714285
E02001350,E02001367,25,0,0,0,3,1,0,15,4,0,1,1,3599.2906454690265,0.013822856607031217,0,0.026033933792058737,24,0.6248144110094097,3.4679199622051455,3,0.12
E02001350,E02001368,27,0,0,1,4,0,0,20,1,0,1,0,8439.510264967435,0.012824801681516942,0,0.01884779327796684,26,0.4900426252271378,2.719893415408136,3,0.1111111111111111
E02001350,E02001369,22,0,0,0,4,1,0,16,1,0,0,0,7082.824212271557,0.010602813786836121,0,0.020837013062134153,22,0.4584142873669514,2.544346017166296,3,0.13636363636363635
E02001350,E02001370,26,0,0,0,6,0,1,13,2,0,4,0,6801.471671468182,0.01119983034916977,0,0.021323130275617372,22,0.46910886606358215,2.603704351890847,3,0.11538461538461539
E02001350,E02001372,55,0,0,0,9,1,0,42,2,1,0,0,4837.527179265926,0.019418482646261493,0.01818181818181818,0.02496708509551742,54,1.3482225951579407,7.483066921729235,8,0.14545454545454545
E02001350,E02001373,42,0,0,1,5,0,4,28,1,3,0,0,5131.4432492772685,0.010246782834356715,0.07142857142857142,0.02378715211327049,39,0.9276989324175491,5.1490259986957465,8,0.19047619047619047
E02001350,E02001374,24,0,0,0,5,1,0,15,1,1,1,0,6042.233455586147,0.01625711680207411,0.041666666666666664,0.022897205159073265,22,0.5037385134996119,2.7959099788921824,4,0.16666666666666666
E02001350,E02001377,85,0,0,1,29,0,0,50,5,0,0,0,7838.064858537997,0.021818586673349998,0,0.020413994531347828,85,1.7351895351645654,9.630857293264384,10,0.11764705882352941
E02001350,E02001393,14,0,0,0,3,0,0,10,1,0,0,0,8674.545895284475,0.01468582524670667,0,0.018598589099866114,14,0.2603802473981256,1.4451937116128317,1,0.07142857142857142
E02001350,E02001396,19,0,0,0,4,1,0,12,2,0,0,0,10316.925151900512,0.01034006447339151,0,0.015861912398242934,19,0.30137633556661575,1.6727351223529372,2,0.10526315789473684
E02001350,E02001401,11,0,0,0,1,0,0,8,2,0,0,0,11892.671820880709,0.016238674144726933,0,0.013962213869557288,11,0.15358435256513017,0.8524423136824012,1,0.09090909090909091
E02001350,E02006932,158,0,0,5,91,1,0,49,5,1,6,0,8920.84352993795,0.01625354337992786,0.006329113924050633,0.01831194770536226,151,2.7651041035097013,15.347212786985867,16,0.10126582278481013
E02001350,E02006933,84,0,0,3,40,2,0,33,3,0,2,1,10126.6523299807,0.010178835960026125,0,0.01612933430347309,82,1.3226054128847933,7.340883360954806,7,0.08333333333333333
E02001350,E02006934,140,0,0,8,52,2,2,65,8,0,3,0,9358.417273730134,0.013910897236181207,0,0.01749182836542504,137,2.3963804860632303,13.30067869470506,13,0.09285714285714286
E02001351,E02001341,12,0,0,0,5,0,0,5,2,0,0,0,9855.670208856414,0.013016679259457866,0,0.016688699419292855,12,0.20026439303151428,1.1115314789089046,1,0.08333333333333333
E02001351,E02001346,16,0,0,0,1,0,1,13,1,0,0,0,12758.070784648498,0.01010481463545475,0,0.012563508136463356,16,0.2010161301834137,1.1157038607065517,1,0.0625
E02001351,E02001347,204,0,0,1,32,5,0,95,19,2,50,0,2933.73840704287,0.011158037044109427,0.00980392156862745,0.026386999994122213,152,4.010823999106576,22.26135691864459,24,0.11764705882352941
E02001351,E02001348,46,0,0,0,7,0,0,21,2,0,16,0,3582.842846430142,0.010477055119696849,0,0.025756685827844746,30,0.7727005748353424,4.28873550459533,4,0.08695652173913043
E02001351,E02001349,20,0,0,2,3,3,0,8,2,2,0,0,4428.822868446477,0.012734922295546269,0.1,0.02495733205210584,18,0.4492319769379051,2.493381255350688,4,0.2
E02001351,E02001350,128,0,0,0,20,6,0,39,9,5,49,0,3276.7102996809535,0.010077412647352943,0.0390625,0.026015366098316967,74,1.9251370912754555,10.685127025207422,16,0.125
E02001351,E02001351,153,0,0,2,22,2,1,56,11,5,52,2,0,0.011110127694989905,0.032679738562091505,0.01916108643331614,96,1.8394642975983495,10.20961559945344,15,0.09803921568627451
E02001351,E02001352,48,0,0,0,10,2,0,14,5,0,17,0,3928.18310353406,0.010422017010539119,0,0.02537534216122729,31,0.786635606998046,4.3660793932116935,4,0.08333333333333333
E02001351,E02001354,111,0,0,0,21,1,0,45,8,3,33,0,973.2202878106131,0.012299139700494852,0.02702702702702703,0.025997970880728877,75,1.9498478160546657,10.822279456765358,14,0.12612612612612611
E02001351,E02001355,17,0,0,0,7,0,0,8,0,0,2,0,4395.37981137584,0.010423993343219355,0,0.024805106035752738,15,0.37207659053629105,2.0651441660979892,2,0.11764705882352941
E02001351,E02001356,44,0,0,0,1,2,0,22,2,0,17,0,1739.8129631319907,0.00931018270336662,0,0.02651502885689654,27,0.7159057791362066,3.9735062104498886,4,0.09090909090909091
E02001351,E02001357,57,0,0,0,11,1,0,18,2,1,24,0,1213.2832714233414,0.016624116592910014,0.017543859649122806,0.026764589025583135,32,0.8564668488186603,4.753665135838933,6,0.10526315789473684
E02001351,E02001358,25,0,0,0,13,0,0,10,1,1,0,0,4245.908710992927,0.01195929715098382,0.04,0.025125060351572314,24,0.6030014484377355,3.346851038370731,4,0.16
E02001351,E02001360,42,0,0,1,3,0,1,29,5,0,3,0,4558.341319594535,0.013062352205202344,0,0.024814200870484734,39,0.9677538339489047,5.371343522359037,5,0.11904761904761904
E02001351,E02001365,19,0,0,0,5,0,0,8,4,0,2,0,3713.495188956785,0.010515335971615521,0,0.025622673703146876,17,0.4355854529534969,2.4176386794651776,2,0.10526315789473684
E02001351,E02001366,26,0,0,0,10,2,0,11,1,0,2,0,3671.581762654178,0.016426367271651972,0,0.026187955414076387,24,0.6285109299378333,3.4884368253835083,3,0.11538461538461539
E02001351,E02001367,23,0,0,0,13,1,0,4,3,0,2,0,4021.8422502267576,0.016016963407209754,0,0.02575104966028584,21,0.5407720428660027,3.0014579200050244,3,0.13043478260869565
E02001351,E02001368,35,0,0,1,10,1,0,14,5,1,3,0,6506.447104476968,0.015135067363063184,0.02857142857142857,0.02208033499881443,31,0.6844903849632473,3.7991407178279397,5,0.14285714285714285
E02001351,E02001369,20,0,0,1,6,0,0,12,1,0,0,0,5220.316402808687,0.016193535173513636,0,0.02414319623931955,20,0.48286392478639095,2.6800493303126305,3,0.15
E02001351,E02001370,21,0,0,0,4,0,0,13,4,0,0,0,5208.119882007978,0.02268472057109376,0,0.024700550410806685,21,0.5187115586269404,2.879015171693632,3,0.14285714285714285
E02001351,E02001372,45,0,0,0,18,1,0,25,1,0,0,0,5277.818091970433,0.014760167014242187,0,0.023941245545265236,45,1.0773560495369356,5.979670898684422,6,0.13333333333333333
E02001351,E02001373,31,0,0,0,8,0,0,15,2,2,3,1,5230.392849138438,0.01237160758643301,0.06451612903225806,0.02381656175398749,26,0.6192306056036747,3.436928055023725,5,0.16129032258064516
E02001351,E02001374,23,0,0,0,2,1,0,15,5,0,0,0,5647.391636013877,0.01175182430570697,0,0.02314952869041168,23,0.5324391598794685,2.955207752367188,3,0.13043478260869565
E02001351,E02001376,18,0,0,0,6,1,0,9,1,0,0,1,6058.321118046462,0.01737069537472817,0,0.022958996183017,18,0.413261931294306,2.293735989283051,2,0.1111111111111111
E02001351,E02001377,71,0,1,1,23,0,0,35,6,1,4,0,6862.875538038697,0.017945891102566135,0.014084507042253521,0.02172068125448814,66,1.4335649627962173,7.956744377209968,9,0.1267605633802817
E02001351,E02001378,12,0,0,0,4,0,0,8,0,0,0,0,6832.096048221957,0.01831004542547971,0,0.021797312413335598,12,0.26156774896002716,1.4517847253588418,1,0.08333333333333333
E02001351,E02001389,11,0,0,0,4,0,0,5,1,0,1,0,8883.516990715203,0.015108887982449873,0,0.0182985272405582,10,0.182985272405582,1.0156268289965984,1,0.09090909090909091
E02001351,E02001393,12,0,0,0,4,0,0,4,2,0,2,0,9034.419921284107,0.017664653251590896,0,0.018222466251492417,10,0.18222466251492417,1.0114052006589909,1,0.08333333333333333
E02001351,E02001401,17,0,0,1,6,0,0,7,1,1,1,0,12252.545846880343,0.014281727905862573,0.058823529411764705,0.013393473295185651,15,0.20090209942778478,1.1150709535155796,2,0.11764705882352941
E02001351,E02006932,182,0,2,20,83,0,0,60,8,2,7,0,7222.6910867785755,0.01040347476291359,0.01098901098901099,0.020602464397671206,173,3.5642263407971186,19.782596974834465,22,0.12087912087912088
E02001351,E02006933,93,0,0,11,52,1,1,22,4,1,1,0,8610.202169784461,0.009809346512264566,0.010752688172043012,0.018390073707574884,91,1.6734967073893143,9.288442353408819,10,0.10752688172043011
E02001351,E02006934,128,0,4,21,47,1,1,38,14,1,1,0,7495.909464267261,0.013511271823266042,0.0078125,0.020387052504295063,126,2.568768615541178,14.257487988680797,15,0.1171875
E02001352,E02001346,12,0,0,0,1,0,0,8,3,0,0,0,14704.155042748569,0.011284775446240743,0,0.010358256527126908,12,0.1242990783255229,0.6898996684669778,1,0.08333333333333333
E02001352,E02001347,91,0,1,5,24,1,1,50,3,0,5,1,4098.242891619437,0.009965387032199386,0,0.02513598662930714,86,2.161694850120414,11.99809830061001,12,0.13186813186813187
E02001352,E02001348,45,0,0,3,15,0,1,14,3,0,9,0,1825.0749583838221,0.014826735532090105,0,0.02704241175992523,36,0.9735268233573082,5.403385461306409,5,0.1111111111111111
E02001352,E02001349,32,0,0,2,6,0,0,5,0,1,18,0,1413.5543473827722,0.015358683041396332,0.03125,0.026865510367150694,13,0.349251634772959,1.93845835614647,3,0.09375
E02001352,E02001350,38,0,0,0,16,0,0,10,5,5,2,0,6547.727510176621,0.013635769719816835,0.13157894736842105,0.021902638901584538,31,0.6789818059491207,3.7685663411972663,9,0.23684210526315788
E02001352,E02001351,75,0,0,2,18,0,1,33,3,2,16,0,3474.091163596967,0.015972468432399474,0.02666666666666667,0.02635301002410503,57,1.5021215713739866,8.337255497374176,10,0.13333333333333333
E02001352,E02001352,151,0,1,7,21,4,1,33,5,1,77,1,0,0.014267103494482687,0.006622516556291391,0.01936905919716892,73,1.4139413213933312,7.847826886586981,9,0.059602649006622516
E02001352,E02001354,47,0,1,0,5,0,0,20,4,3,14,0,2862.433969652318,0.020763504153508815,0.06382978723404255,0.02731189323134273,30,0.8193567969402819,4.547692470292397,8,0.1702127659574468
E02001352,E02001355,28,0,0,0,9,1,0,7,0,1,10,0,2159.649364573298,0.017983822841282818,0.03571428571428571,0.0273533101266104,17,0.46500627215237683,2.5809336425877354,4,0.14285714285714285
E02001352,E02001357,11,0,0,1,1,0,0,5,3,1,0,0,3252.785175171507,0.013695983985224314,0.09090909090909091,0.026358389162780285,10,0.2635838916278028,1.4629749624613075,2,0.18181818181818182
E02001352,E02001358,35,0,0,1,7,3,0,8,0,0,16,0,2224.52677217036,0.016462451393802736,0,0.027202571301979638,19,0.5168488547376131,2.8686765689219076,3,0.08571428571428572
E02001352,E02001360,41,0,0,3,6,0,0,18,3,2,9,0,3288.8821167689316,0.020114904420539332,0.04878048780487805,0.026905794438826732,30,0.807173833164802,4.480073122000552,6,0.14634146341463414
E02001352,E02001368,36,0,0,4,11,0,0,19,1,0,1,0,4897.618773698,0.020902237258420067,0,0.02500709412423853,35,0.8752482943483485,4.857908169808413,5,0.1388888888888889
E02001352,E02001369,22,0,0,1,9,0,0,8,4,0,0,0,5353.766275193319,0.02185455694531849,0,0.024411168211572017,22,0.5370457006545843,2.980775528060658,3,0.13636363636363635
E02001352,E02001372,36,0,1,0,5,1,0,26,1,0,1,1,7760.215121811524,0.012160977606682803,0,0.019874528281946493,35,0.6956084898681273,3.860849758564107,4,0.1111111111111111
E02001352,E02001373,24,0,0,0,9,0,0,10,4,0,1,0,6468.254361320791,0.012797426402681177,0,0.021965017612719174,23,0.505195405092541,2.8039961935326634,3,0.125
E02001352,E02001374,17,0,0,0,5,1,0,8,1,1,1,0,6983.2412120883255,0.022331255383925105,0.058823529411764705,0.021851046180373868,15,0.327765692705608,1.8192045007788036,3,0.17647058823529413
E02001352,E02001377,70,0,0,1,35,0,0,27,3,3,1,0,7722.381688530068,0.011723869529362637,0.04285714285714286,0.019904656806667545,66,1.313707349240058,7.291496259769516,10,0.14285714285714285
E02001352,E02001389,15,0,0,0,4,0,0,5,2,0,4,0,9620.929402754013,0.019569786599764775,0,0.017427589407393862,11,0.19170348348133248,1.0640156908595457,1,0.06666666666666667
E02001352,E02001396,12,0,0,1,2,0,0,7,1,0,1,0,10128.482807737513,0.024907737166335476,0,0.016962078690908457,11,0.18658286559999304,1.0355946226885457,1,0.08333333333333333
E02001352,E02001401,16,0,0,0,7,0,0,8,1,0,0,0,14198.630104980411,0.009088090148823388,0,0.010829507567663871,16,0.17327212108262194,0.9617157303162813,1,0.0625
E02001352,E02006932,154,0,2,32,58,1,0,47,7,0,7,0,6846.214123341289,0.008959943452447343,0,0.021090849594338972,147,3.100354890367829,17.20796195602636,17,0.11038961038961038
E02001352,E02006933,93,0,3,28,31,4,0,15,5,4,3,0,8233.725206347177,0.009649575111972938,0.043010752688172046,0.01896401823534675,86,1.6309055682398206,9.05204789920446,13,0.13978494623655913
E02001352,E02006934,143,0,2,42,41,0,1,38,15,2,2,0,6452.166227950532,0.009768982845890874,0.013986013986013986,0.021764315986046424,139,3.025239922060453,16.7910498402627,19,0.13286713286713286
E02001353,E02001334,13,0,0,0,0,0,0,12,1,0,0,0,5304.014060902373,0.010466421680809348,0,0.023555786312667634,13,0.3062252220646792,1.6996479943751033,2,0.15384615384615385
E02001353,E02001341,27,0,0,0,7,0,0,18,2,0,0,0,8719.396793611859,0.0111576345936223,0,0.01830594420398066,27,0.4942604935074778,2.7433039343552132,3,0.1111111111111111
E02001353,E02001342,29,0,0,0,3,0,0,24,2,0,0,0,7635.855118928848,0.01580776187783097,0,0.020323064671187555,29,0.5893688754644391,3.271185895062119,3,0.10344827586206896
E02001353,E02001343,21,0,0,0,3,0,0,16,2,0,0,0,9187.51709707091,0.013347105943295086,0,0.017719502627912807,21,0.37210955518616895,2.065327130455636,2,0.09523809523809523
E02001353,E02001346,21,0,0,0,0,0,0,19,2,0,0,0,13671.945886675601,0.010544291446733559,0,0.011483522791522786,21,0.24115397862197852,1.3384817662532393,1,0.047619047619047616
E02001353,E02001347,111,0,0,0,14,2,0,83,9,2,1,0,5993.543328543956,0.01124586365002085,0.018018018018018018,0.02258425384360669,108,2.4390994151095224,13.537782423737696,16,0.14414414414414414
E02001353,E02001348,22,0,0,0,3,0,0,17,2,0,0,0,7213.1486619215475,0.01447693427386325,0,0.0209062587944383,22,0.45993769347764263,2.552801408669313,3,0.13636363636363635
E02001353,E02001350,104,0,0,0,16,4,0,54,9,1,20,0,1346.5860912979924,0.010146295453933864,0.009615384615384616,0.026332344734349408,83,2.185584612951001,12.130694130592062,13,0.125
E02001353,E02001351,49,0,0,0,6,0,0,34,5,3,1,0,4616.303058859648,0.014615127702149773,0.061224489795918366,0.024867408342933498,45,1.1190333754320074,6.210993396847276,9,0.1836734693877551
E02001353,E02001352,22,0,0,0,3,0,0,17,1,0,1,0,7907.569315083594,0.02206914625708975,0,0.020317919237665943,21,0.4266763039909848,2.368190051218206,2,0.09090909090909091
E02001353,E02001353,82,0,0,0,5,0,0,46,5,2,24,0,0,0.012558951890950014,0.024390243902439025,0.01925625769536698,56,1.078350430940551,5.985190033740977,8,0.0975609756097561
E02001353,E02001354,47,0,0,0,14,1,0,27,3,0,2,0,5163.734278260146,0.010005420152744065,0,0.023721400512561493,45,1.0674630230652673,5.924761435357069,6,0.1276595744680851
E02001353,E02001355,16,0,0,0,3,1,0,11,1,0,0,0,7760.123377340012,0.012928812533836357,0,0.019926892025229362,16,0.3188302724036698,1.7696100581894858,2,0.125
E02001353,E02001356,25,0,0,0,4,0,0,20,1,0,0,0,3038.2476455216074,0.013947091363804348,0,0.026559907922391948,25,0.6639976980597987,3.685399746525952,4,0.16
E02001353,E02001357,13,0,0,0,0,0,0,9,4,0,0,0,4709.5739635787795,0.009915117218781763,0,0.02434778866679747,13,0.3165212526683671,1.7567942596226034,2,0.15384615384615385
E02001353,E02001358,17,0,0,0,3,0,0,12,2,0,0,0,7610.652276957101,0.009420413645442658,0,0.01992392059684866,17,0.3387066501464272,1.8799303163907652,2,0.11764705882352941
E02001353,E02001359,14,0,0,0,2,0,0,9,1,0,2,0,2915.301488570876,0.010105379266258794,0,0.026305815300133293,12,0.31566978360159953,1.7520683337767622,2,0.14285714285714285
E02001353,E02001360,38,0,0,0,6,0,1,30,1,0,0,0,7923.084885558707,0.013016679259457866,0,0.01967448886581418,38,0.7476305769009389,4.149588992035379,4,0.10526315789473684
E02001353,E02001362,20,0,0,0,7,1,0,12,0,0,0,0,3842.485646974151,0.008764146427609172,0,0.02532964743524907,20,0.5065929487049814,2.811753007886232,3,0.15
E02001353,E02001363,12,0,0,0,0,0,0,9,0,0,2,1,4110.239544914512,0.009792571780900936,0,0.025106790918534,10,0.25106790918534,1.393507253980153,1,0.08333333333333333
E02001353,E02001364,17,0,0,0,3,1,0,6,6,0,1,0,6925.369010094951,0.011254574012155233,0,0.021131922876411916,16,0.33811076602259066,1.8766229687819362,2,0.11764705882352941
E02001353,E02001365,25,0,0,0,0,1,0,21,1,0,1,1,6501.559103538975,0.009434324948326984,0,0.021662786331766975,24,0.5199068719624074,2.8856495432832037,3,0.12
E02001353,E02001366,30,0,0,0,7,0,0,21,2,0,0,0,5388.6499873979255,0.00971953789026288,0,0.023372553317965686,30,0.7011765995389706,3.891754549393226,4,0.13333333333333333
E02001353,E02001367,49,0,0,0,7,0,0,31,8,1,2,0,4621.289618842955,0.009834446574027298,0.02040816326530612,0.02445973791566768,46,1.1251479441207133,6.244931210127831,7,0.14285714285714285
E02001353,E02001368,32,0,0,0,2,0,0,25,4,1,0,0,9786.096356265432,0.010315890763699443,0.03125,0.016637847642260967,31,0.51577327691009,2.862706767724546,4,0.125
E02001353,E02001369,33,0,0,0,6,0,0,27,0,0,0,0,8429.410303569552,0.009577641819745408,0,0.018655218778438492,33,0.6156222196884702,3.416900358277004,3,0.09090909090909091
E02001353,E02001370,30,0,0,0,4,0,1,24,1,0,0,0,8295.861404027657,0.008647822425698672,0,0.018802732697611613,30,0.5640819809283484,3.130835536941835,3,0.1
E02001353,E02001372,123,0,0,0,19,1,1,84,13,4,1,0,5774.876377588356,0.014827658150186674,0.032520325203252036,0.02319877166754119,118,2.73745505676986,15.193751728092982,19,0.15447154471544716
E02001353,E02001373,50,0,0,0,12,0,1,34,2,0,1,0,6582.401931976154,0.010863884755199869,0,0.021642313052301708,49,1.0604733395627837,5.885966454766595,6,0.12
E02001353,E02001374,33,0,0,0,5,0,0,24,4,0,0,0,7493.192138285031,0.010495404207568549,0,0.020182383252597868,33,0.6660186473357297,3.696616661842106,4,0.12121212121212122
E02001353,E02001375,12,0,0,0,0,0,0,10,1,0,1,0,6471.152032752434,0.009149461971226552,0,0.021688932280487985,11,0.23857825508536784,1.3241856762265973,1,0.08333333333333333
E02001353,E02001376,11,0,0,0,3,0,0,7,1,0,0,0,8337.239551972645,0.013592338965800577,0,0.019058246778424864,11,0.2096407145626735,1.1635730644373654,1,0.09090909090909091
E02001353,E02001377,98,0,0,0,18,1,0,70,9,0,0,0,9332.454591097467,0.013652984238481033,0,0.01751602688072086,98,1.7165706343106444,9.527516434270241,10,0.10204081632653061
E02001353,E02001378,12,0,0,0,2,0,0,9,1,0,0,0,7745.97115024906,0.012515214542302559,0,0.019921171676980393,12,0.23905406012376473,1.3268265464781472,1,0.08333333333333333
E02001353,E02001381,21,0,0,0,3,0,0,17,1,0,0,0,9012.504259183082,0.01412057052512175,0,0.018036616276109852,21,0.3787689417983069,2.1022888575882823,2,0.09523809523809523
E02001353,E02001383,22,0,0,0,2,0,0,20,0,0,0,0,11008.479255456397,0.01988460711212132,0,0.01537627648803464,22,0.3382780827367621,1.8775516300977793,2,0.09090909090909091
E02001353,E02001384,11,0,0,0,2,2,0,4,1,0,2,0,9176.328005879344,0.018696403926038524,0,0.01806456466081108,9,0.16258108194729973,0.9023770412898818,1,0.09090909090909091
E02001353,E02001387,12,0,0,0,1,1,0,6,0,0,3,1,9512.589698145675,0.011129797247451632,0,0.017093346035647137,9,0.15384011432082423,0.8538618732868397,1,0.08333333333333333
E02001353,E02001390,12,0,0,0,3,0,0,8,0,0,1,0,11580.411680872507,0.008849849205721187,0,0.014025650000082697,11,0.15428215000090967,0.856315312791378,1,0.08333333333333333
E02001353,E02001393,23,0,0,1,4,0,1,14,2,1,0,0,9948.295023311208,0.015312722728816707,0.043478260869565216,0.016681670062314833,22,0.3669967413709263,2.03694937734928,3,0.13043478260869565
E02001353,E02001394,22,0,0,0,2,0,0,19,1,0,0,0,11395.074812165749,0.016820949046599157,0,0.014671496932338027,22,0.32277293251143657,1.791493083694332,2,0.09090909090909091
E02001353,E02001396,25,0,0,0,0,0,0,25,0,0,0,0,11590.674279927249,0.01627099119982706,0,0.01437393865024665,25,0.35934846625616623,1.9944990025186748,2,0.08
E02001353,E02001397,12,0,0,0,1,0,0,10,1,0,0,0,11789.855331840954,0.01275552423642678,0,0.013933107498196321,12,0.16719728997835587,0.9279984733479689,1,0.08333333333333333
E02001353,E02001401,20,0,0,0,4,0,0,16,0,0,0,0,13166.420948907444,0.021236524254767943,0,0.012535425546634137,20,0.25070851093268276,1.3915124786471735,1,0.05
E02001353,E02006932,222,0,0,5,105,0,2,90,16,1,2,1,10415.23326249743,0.015136231607334433,0.0045045045045045045,0.015981030306311518,219,3.4998456370822226,19.425263463219384,20,0.09009009009009009
E02001353,E02006933,149,0,0,1,58,0,1,77,10,1,0,1,11621.042062540178,0.009800958937807365,0.006711409395973154,0.014017110555019115,148,2.074532362142829,11.514318594689655,13,0.087248322147651
E02001353,E02006934,219,0,0,5,81,1,0,109,22,1,0,0,10705.003365028131,0.009244687087486046,0.0045662100456621,0.015249148412773977,218,3.324314353984727,18.4510086606423,19,0.0867579908675799
E02001354,E02001343,11,0,0,1,1,0,0,7,2,0,0,0,11238.369882508066,0.012197426104880896,0,0.014655817851505768,11,0.16121399636656344,0.894789278760815,1,0.09090909090909091
E02001354,E02001346,21,0,0,0,1,0,0,18,2,0,0,0,12544.928997416882,0.010949579133153732,0,0.012867487144046114,21,0.2702172300249684,1.4997921136637402,1,0.047619047619047616
E02001354,E02001347,100,0,0,0,39,5,0,45,7,0,4,0,3390.3704425512037,0.009459381162429857,0,0.025856851005610217,96,2.4822576965385807,13.777324699115919,14,0.14
E02001354,E02001348,45,0,0,0,9,2,0,27,4,1,2,0,2307.5488584967657,0.012983487018358627,0.022222222222222223,0.02686506614529575,42,1.1283327781024215,6.26260805807958,7,0.15555555555555556
E02001354,E02001349,12,0,0,0,5,0,0,4,1,0,2,0,3455.602580635864,0.012807559492738204,0,0.026089535714523753,10,0.26089535714523754,1.448052735577804,1,0.08333333333333333
E02001354,E02001350,63,0,0,0,17,7,2,23,9,2,3,0,3977.6288089219324,0.013409156984951395,0.031746031746031744,0.02557633074580207,58,1.48342718325652,8.23349565990654,10,0.15873015873015872
E02001354,E02001351,77,0,0,0,12,4,0,38,11,2,10,0,742.7686205704291,0.012498010002938733,0.025974025974025976,0.02548869179900424,65,1.6567649669352755,9.195575838647649,11,0.14285714285714285
E02001354,E02001352,38,0,0,0,9,1,0,13,3,2,10,0,2832.5665895100055,0.01536542591165298,0.05263157894736842,0.026836222138894604,26,0.6977417756112597,3.8726901772281783,6,0.15789473684210525
E02001354,E02001354,174,0,0,1,22,3,1,57,16,2,71,1,0,0.01870576195616075,0.011494252873563218,0.019665212583083777,101,1.9861864708914614,11.023970621834065,13,0.07471264367816093
E02001354,E02001355,27,0,0,0,8,0,0,9,3,2,5,0,3825.739061018442,0.018681868411688476,0.07407407407407407,0.026216789536745756,20,0.5243357907349151,2.910231460011647,5,0.18518518518518517
E02001354,E02001356,29,0,0,0,3,1,0,5,2,2,16,0,2398.140132836856,0.017391870711368905,0.06896551724137931,0.0272424723248697,11,0.2996671955735667,1.6632488483559555,4,0.13793103448275862
E02001354,E02001357,33,0,0,0,5,1,0,17,1,0,9,0,1000.141484191724,0.014125645544125784,0,0.026209956101086573,24,0.6290389464260777,3.4913674858927592,3,0.09090909090909091
E02001354,E02001358,23,0,0,0,7,0,0,8,1,1,6,0,3676.2679606355287,0.017919340734758576,0.043478260869565216,0.02631593972074888,16,0.4210550355319821,2.336990212100545,3,0.13043478260869565
E02001354,E02001360,60,0,0,5,12,1,0,31,6,0,5,0,3988.7005692371363,0.018690995407989547,0,0.02602603923817569,55,1.431432158099663,7.944906628508371,8,0.13333333333333333
E02001354,E02001361,21,0,0,0,2,0,0,7,0,0,12,0,2756.5512798181967,0.01989100405504231,0,0.02730023802903767,9,0.24570214226133902,1.3637255301588007,1,0.047619047619047616
E02001354,E02001364,16,0,0,0,5,0,0,5,3,0,3,0,3427.5395403684984,0.009374561493729318,0,0.02581413908326652,13,0.33558380808246474,1.862597543423936,2,0.125
E02001354,E02001365,21,0,0,0,4,0,0,11,3,3,0,0,3424.7596199911986,0.010206749384056319,0.14285714285714285,0.025889874319004327,18,0.4660177377420779,2.5865476003451136,6,0.2857142857142857
E02001354,E02001366,22,0,0,0,5,0,0,8,2,0,7,0,3518.726436030739,0.020212699757903324,0,0.026689390325275217,15,0.40034085487912824,2.222019879597005,2,0.09090909090909091
E02001354,E02001367,26,0,0,0,14,0,0,7,0,1,4,0,3950.3147251703563,0.010843780482699274,0.038461538461538464,0.025386149361447244,21,0.5331091365903922,2.9589263375487795,4,0.15384615384615385
