Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope,perc_cycle,prob_cycle,non_active,cycle_added_unweighted,cycling_increase,potential_demand,cycle_fraction
E02001338,E02001372,86,0,0,3,26,1,0,43,5,3,5,0,2931.3910787431096,0.015582459944052775,0.03488372093023256,0.02678792224235059,78,2.089457934903346,11.597160300661066,15,0.1744186046511628
E02001338,E02001373,34,0,0,0,10,0,0,21,2,0,1,0,5370.125407450963,0.021552020538902945,0,0.024361214451610817,33,0.8039200769031569,4.462013733335557,4,0.11764705882352941
E02001338,E02001374,27,0,0,3,2,0,0,17,4,1,0,0,7222.382231810348,0.015202373351024142,0.037037037037037035,0.020943307942411903,26,0.5445260065027094,3.0222936197003882,4,0.14814814814814814
E02001338,E02001377,35,0,0,1,11,1,1,14,6,1,0,0,8362.58073232957,0.012798356359931233,0.02857142857142857,0.018966762427627133,34,0.6448699225393225,3.579234470259558,5,0.14285714285714285
E02001338,E02001383,12,0,0,1,1,0,0,6,2,1,0,1,9613.302945297066,0.013448584224086178,0.08333333333333333,0.0170773658089843,11,0.1878510238988273,1.0426333071399152,2,0.16666666666666666
E02001338,E02001386,23,0,0,0,5,0,0,12,4,0,1,1,4393.217941847543,0.01664321818666357,0,0.025337929756568706,22,0.5574344546445116,3.0939396384273334,3,0.13043478260869565
E02001338,E02001393,20,0,0,2,5,1,0,11,0,1,0,0,5756.969837997133,0.012599491136398898,0.05,0.023050590564452116,19,0.4379612207245902,2.430824950994395,3,0.15
E02001338,E02001401,28,0,0,0,3,0,0,10,4,0,11,0,7814.059042238654,0.020172520443741057,0,0.020338531805563866,17,0.34575504069458574,1.919051139874795,2,0.07142857142857142
E02001338,E02006932,102,0,1,33,30,0,0,28,8,1,1,0,9806.967545503205,0.01659339755675572,0.00980392156862745,0.01696818342615783,100,1.6968183426157828,9.41788489335036,10,0.09803921568627451
E02001338,E02006933,63,0,2,11,33,0,1,11,3,2,0,0,10471.96329321025,0.009496838936235931,0.031746031746031744,0.015593506804934707,61,0.9512039151010172,5.2794861757067055,7,0.1111111111111111
E02001338,E02006934,83,0,0,12,23,1,0,41,4,0,2,0,11138.886555892657,0.007864812255149753,0,0.01457514679952158,81,1.180586890761248,6.552635108038472,7,0.08433734939759036
E02001340,E02001334,24,0,0,1,1,0,0,14,3,0,5,0,2326.332229197132,0.008583529417720424,0,0.026461950143485066,19,0.5027770527262162,2.790573563870081,3,0.125
E02001340,E02001336,11,0,0,0,2,0,0,8,0,1,0,0,3902.365714079591,0.008181287281603505,0.09090909090909091,0.025212220707490296,10,0.25212220707490296,1.3993589447108763,2,0.18181818181818182
E02001340,E02001337,32,0,0,0,2,0,0,24,6,0,0,0,3918.839794981273,0.008969374093924572,0,0.02526106676665837,32,0.8083541365330679,4.486624183467996,4,0.125
E02001340,E02001338,28,0,0,0,3,0,0,13,2,0,10,0,2356.624516854455,0.011450010693475867,0,0.026711965613057716,18,0.4808153810350389,2.668679256825869,3,0.10714285714285714
E02001340,E02001340,171,0,0,5,16,0,1,65,13,0,71,0,0,0.011325111004989303,0,0.019175179196489124,100,1.9175179196489125,10.642838184051424,11,0.06432748538011696
E02001340,E02001341,152,0,0,1,18,3,0,87,22,3,18,0,3566.5337250689977,0.011042386913765833,0.019736842105263157,0.025822900104790814,131,3.3827999137275966,18.775622236384528,22,0.14473684210526316
E02001340,E02001342,115,0,0,2,12,2,0,71,11,1,16,0,2223.39123142507,0.008798202385603922,0.008695652173913044,0.026504477439679534,98,2.5974387890885944,14.416616628182478,15,0.13043478260869565
E02001340,E02001343,40,0,0,0,8,1,2,23,3,1,2,0,4820.350042574321,0.011573712655342521,0.025,0.02433358157038968,37,0.9003425181044181,4.997189143432444,6,0.15
E02001340,E02001346,41,0,0,0,4,0,0,33,3,1,0,0,6782.257399925221,0.014234013010712313,0.024390243902439025,0.02157556519624678,40,0.8630226078498713,4.7900516967298925,6,0.14634146341463414
E02001340,E02001347,22,0,0,0,0,1,0,20,1,0,0,0,9725.060569158732,0.011030747468281702,0,0.016769501459394494,22,0.3689290321066789,2.0476742093909652,2,0.09090909090909091
