MSOA11CD,lon,lat,centroid
E02000396,-0.19100982032020528,51.46991443434062,"c(-0.191009820320205, 51.4699144343406)"
E02000314,0.096075708809183,51.498988146386566,"c(0.096075708809183, 51.4989881463866)"
E02000395,-0.20792516183756468,51.47040574309882,"c(-0.207925161837565, 51.4704057430988)"
E02000315,0.1128129,51.49436,"c(0.1128129, 51.49436)"
E02000394,-0.18477566248888572,51.47155669697014,"c(-0.184775662488886, 51.4715566969701)"
E02000312,-0.1214062,51.6130376,"c(-0.1214062, 51.6130376)"
E02000393,-0.2091989,51.4764083,"c(-0.2091989, 51.4764083)"
E02000313,0.1168787,51.5052643,"c(0.1168787, 51.5052643)"
E02000392,-0.2034764858400257,51.476750465886326,"c(-0.203476485840026, 51.4767504658863)"
E02000391,-0.1922075,51.4767803,"c(-0.1922075, 51.4767803)"
E02000311,-0.097875474228007,51.6117827,"c(-0.097875474228007, 51.6117827)"
E02000390,-0.20912269961142538,51.48114255863139,"c(-0.209122699611425, 51.4811425586314)"
E02000318,0.0938215,51.4871254,"c(0.0938215, 51.4871254)"
E02000319,0.08462915914367465,51.487272860394,"c(0.0846291591436747, 51.487272860394)"
E02000398,-0.0578747,51.6046325,"c(-0.0578747, 51.6046325)"
E02000226,-0.06580140046130506,51.345630729226386,"c(-0.0658014004613051, 51.3456307292264)"
E02000227,-0.0452584333301728,51.34853702387315,"c(-0.0452584333301728, 51.3485370238731)"
E02000224,-0.10002081052991939,51.35015948822497,"c(-0.100020810529919, 51.350159488225)"
E02000225,-0.012522361988745184,51.346227895720986,"c(-0.0125223619887452, 51.346227895721)"
E02000222,-0.0935661,51.3566759,"c(-0.0935661, 51.3566759)"
E02000223,-0.019250959203387596,51.35169637389507,"c(-0.0192509592033876, 51.3516963738951)"
E02000220,-0.0962782,51.3669015,"c(-0.0962782, 51.3669015)"
E02000221,-0.11132713364895253,51.36284670082072,"c(-0.111327133648953, 51.3628467008207)"
E02000228,-0.08460024774985517,51.33966297301742,"c(-0.0846002477498552, 51.3396629730174)"
E02000229,-0.008269501695522877,51.33904969893872,"c(-0.00826950169552288, 51.3390496989387)"
E02000576,-0.09327971228831694,51.524834367904724,"c(-0.0932797122883169, 51.5248343679047)"
E02000577,-0.2072333,51.5227524,"c(-0.2072333, 51.5227524)"
E02000574,-0.1110568,51.5312078,"c(-0.1110568, 51.5312078)"
E02000575,-0.10362023162659836,51.52585528789436,"c(-0.103620231626598, 51.5258552878944)"
E02000572,-0.11741543451849447,51.53694885059992,"c(-0.117415434518494, 51.5369488505999)"
E02000573,-0.1035491,51.5356068,"c(-0.1035491, 51.5356068)"
E02000570,-0.10960701668523368,51.54129824119873,"c(-0.109607016685234, 51.5412982411987)"
E02000571,-0.09379412917608242,51.537669624944265,"c(-0.0937941291760824, 51.5376696249443)"
E02000578,-0.221128,51.522772,"c(-0.221128, 51.522772)"
E02000579,-0.2181405106091139,51.51796742298704,"c(-0.218140510609114, 51.517967422987)"
E02000497,-0.4075768,51.5899184,"c(-0.4075768, 51.5899184)"
E02000416,-0.11896511977796577,51.58758601142478,"c(-0.118965119777966, 51.5875860114248)"
E02000496,-0.4823675,51.6033864,"c(-0.4823675, 51.6033864)"
E02000417,-0.1425984913184296,51.58636232613109,"c(-0.14259849131843, 51.5863623261311)"
E02000495,-0.4168119117850381,51.60628422134722,"c(-0.416811911785038, 51.6062842213472)"
E02000414,-0.07894771621253416,51.58921679518992,"c(-0.0789477162125342, 51.5892167951899)"
E02000494,-0.42866028759274033,51.61200215310457,"c(-0.42866028759274, 51.6120021531046)"
E02000415,-0.09641283871503094,51.58811260134909,"c(-0.0964128387150309, 51.5881126013491)"
E02000412,-0.1071067,51.5933657,"c(-0.1071067, 51.5933657)"
E02000493,0.19852524036483699,51.51621359518878,"c(0.198525240364837, 51.5162135951888)"
E02000413,-0.15305847542928985,51.590996531517234,"c(-0.15305847542929, 51.5909965315172)"
E02000492,0.21231302140692973,51.52181840052602,"c(0.21231302140693, 51.521818400526)"
E02000410,-0.14400075886704125,51.59607801436416,"c(-0.144000758867041, 51.5960780143642)"
E02000491,0.1858174,51.5259701,"c(0.1858174, 51.5259701)"
